idioma,texto_entidade,tipo_entidade,contexto
pt,Moçambique,LOC,"Se refira que a sessão teatral é realizada no âmbito do projecto: Enriquecendo a participação activa da sociedade civil para promoção da Igualdade de Género e o Empoderamento das mulheres e Raparigas, realizado pelo Fórum_Mulher e parceiros do Programa_de_Apoio_aos_Actores_Não_Estatais (PAANE), que conta com apoio da União Europeia em Moçambique."
pt,Cabo Delgado,LOC,Necessidade de reforço de consciencialização nos distritos do interior de Cabo Delgado.
pt,Cabo Delgado,LOC,"As mulheres e raparigas residentes nos distritos mais recônditos da província de Cabo Delgado carecem de mais informações sobre os direitos sexuais e reprodutivos, disse Augusta Iaquite, coordenadora da Associação_Moçambicana_De_Mulheres_de_Carreira_Jurídica (AMMCJ)."
pt,Augusta Iaquite,PER,"As mulheres e raparigas residentes nos distritos mais recônditos da província de Cabo Delgado carecem de mais informações sobre os direitos sexuais e reprodutivos, disse Augusta Iaquite, coordenadora da Associação_Moçambicana_De_Mulheres_de_Carreira_Jurídica (AMMCJ)."
pt,Associação_Moçambicana_De_Mulheres_de_Carreira_Jurídica,ORG,"As mulheres e raparigas residentes nos distritos mais recônditos da província de Cabo Delgado carecem de mais informações sobre os direitos sexuais e reprodutivos, disse Augusta Iaquite, coordenadora da Associação_Moçambicana_De_Mulheres_de_Carreira_Jurídica (AMMCJ)."
pt,AMMCJ,ORG,"As mulheres e raparigas residentes nos distritos mais recônditos da província de Cabo Delgado carecem de mais informações sobre os direitos sexuais e reprodutivos, disse Augusta Iaquite, coordenadora da Associação_Moçambicana_De_Mulheres_de_Carreira_Jurídica (AMMCJ)."
pt,Balama,LOC,"Temos os distritos de Balama, Namumo , Chiúre, onde se formos mais para o interior encontramos miúdas de 10 anos grávidas, que não estão a estudar por isso é importante reforçar as informações, nessas zonas, disse Augusta Iaquite."
pt,Namumo,LOC,"Temos os distritos de Balama, Namumo , Chiúre, onde se formos mais para o interior encontramos miúdas de 10 anos grávidas, que não estão a estudar por isso é importante reforçar as informações, nessas zonas, disse Augusta Iaquite."
pt,Chiúre,LOC,"Temos os distritos de Balama, Namumo , Chiúre, onde se formos mais para o interior encontramos miúdas de 10 anos grávidas, que não estão a estudar por isso é importante reforçar as informações, nessas zonas, disse Augusta Iaquite."
pt,Augusta Iaquite,PER,"Temos os distritos de Balama, Namumo , Chiúre, onde se formos mais para o interior encontramos miúdas de 10 anos grávidas, que não estão a estudar por isso é importante reforçar as informações, nessas zonas, disse Augusta Iaquite."
pt,Augusta Iaquite,PER,"Augusta Iaquite falava virtualmente a 11 de Outubro, por ocasião do dia Internacional da Rapariga a partir da cidade de Pemba, na província de Cabo Delgado, norte do país."
pt,Internacional,ORG,"Augusta Iaquite falava virtualmente a 11 de Outubro, por ocasião do dia Internacional da Rapariga a partir da cidade de Pemba, na província de Cabo Delgado, norte do país."
pt,Rapariga,ORG,"Augusta Iaquite falava virtualmente a 11 de Outubro, por ocasião do dia Internacional da Rapariga a partir da cidade de Pemba, na província de Cabo Delgado, norte do país."
pt,Pemba,LOC,"Augusta Iaquite falava virtualmente a 11 de Outubro, por ocasião do dia Internacional da Rapariga a partir da cidade de Pemba, na província de Cabo Delgado, norte do país."
pt,Cabo Delgado,LOC,"Augusta Iaquite falava virtualmente a 11 de Outubro, por ocasião do dia Internacional da Rapariga a partir da cidade de Pemba, na província de Cabo Delgado, norte do país."
pt,AMMCJ,ORG,"A AMMCJ trabalha no âmbito do projecto: Enriquecendo a participação activa da sociedade civil,para promoção da Igualdade de Género e o Empoderamento das mulheres e Raparigas do Programa_de_Apoio_os_Actores_Não_Estatais (PAANE)."
pt,Igualdade de Género e o Empoderamento das mulheres,ORG,"A AMMCJ trabalha no âmbito do projecto: Enriquecendo a participação activa da sociedade civil,para promoção da Igualdade de Género e o Empoderamento das mulheres e Raparigas do Programa_de_Apoio_os_Actores_Não_Estatais (PAANE)."
pt,PAANE,ORG,"A AMMCJ trabalha no âmbito do projecto: Enriquecendo a participação activa da sociedade civil,para promoção da Igualdade de Género e o Empoderamento das mulheres e Raparigas do Programa_de_Apoio_os_Actores_Não_Estatais (PAANE)."
pt,Augusta,PER,"De acordo com Augusta, é necessário educar igualmente os pais sobre os Direitos_Sexuais e Reprodutivos, igualmente."
pt,Reprodutivos,PER,"De acordo com Augusta, é necessário educar igualmente os pais sobre os Direitos_Sexuais e Reprodutivos, igualmente."
pt,WLSA Moçambique,PER,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, ROSC, AMMCJ, FAFI, FOFEN, Associação_de_Mulheres_Paralegais_de_Tete (AMPT), SOPROC, e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União _Europeia em Moçambique, no contexto do PAANE II."
pt,ROSC,ORG,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, ROSC, AMMCJ, FAFI, FOFEN, Associação_de_Mulheres_Paralegais_de_Tete (AMPT), SOPROC, e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União _Europeia em Moçambique, no contexto do PAANE II."
pt,AMMCJ,ORG,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, ROSC, AMMCJ, FAFI, FOFEN, Associação_de_Mulheres_Paralegais_de_Tete (AMPT), SOPROC, e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União _Europeia em Moçambique, no contexto do PAANE II."
pt,FOFEN,ORG,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, ROSC, AMMCJ, FAFI, FOFEN, Associação_de_Mulheres_Paralegais_de_Tete (AMPT), SOPROC, e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União _Europeia em Moçambique, no contexto do PAANE II."
pt,AMPT,ORG,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, ROSC, AMMCJ, FAFI, FOFEN, Associação_de_Mulheres_Paralegais_de_Tete (AMPT), SOPROC, e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União _Europeia em Moçambique, no contexto do PAANE II."
pt,SOPROC,LOC,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, ROSC, AMMCJ, FAFI, FOFEN, Associação_de_Mulheres_Paralegais_de_Tete (AMPT), SOPROC, e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União _Europeia em Moçambique, no contexto do PAANE II."
pt,Centro Informazione,ORG,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, ROSC, AMMCJ, FAFI, FOFEN, Associação_de_Mulheres_Paralegais_de_Tete (AMPT), SOPROC, e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União _Europeia em Moçambique, no contexto do PAANE II."
pt,Educazione Allo Sviluppo ONLUS,PER,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, ROSC, AMMCJ, FAFI, FOFEN, Associação_de_Mulheres_Paralegais_de_Tete (AMPT), SOPROC, e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União _Europeia em Moçambique, no contexto do PAANE II."
pt,CIES,ORG,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, ROSC, AMMCJ, FAFI, FOFEN, Associação_de_Mulheres_Paralegais_de_Tete (AMPT), SOPROC, e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União _Europeia em Moçambique, no contexto do PAANE II."
pt,União _Europeia,ORG,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, ROSC, AMMCJ, FAFI, FOFEN, Associação_de_Mulheres_Paralegais_de_Tete (AMPT), SOPROC, e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União _Europeia em Moçambique, no contexto do PAANE II."
pt,Moçambique,LOC,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, ROSC, AMMCJ, FAFI, FOFEN, Associação_de_Mulheres_Paralegais_de_Tete (AMPT), SOPROC, e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União _Europeia em Moçambique, no contexto do PAANE II."
pt,Feminicídio,ORG,"Mais uma mulher foi vitima do Feminicídio, da caça as pessoas somente pelo facto de ter nascido mulher."
pt,Wukate,ORG,"Que a Wukate a nva khandzi hi mbilu, que pode desistir sem medo nem vergonha."
pt,Escola Secundária de Metuchira,ORG,"Teatro sobre uniões prematuras em na Escola Secundária de Metuchira O grupo teatral Anjos da Guarda realizou uma peça de teatral sobre uniões_prematuras na Escola Secundária de Metuchira, no distrito de Nhamatanda, na província de Sofala, a 31 de Março."
pt,Anjos da Guarda,PER,"Teatro sobre uniões prematuras em na Escola Secundária de Metuchira O grupo teatral Anjos da Guarda realizou uma peça de teatral sobre uniões_prematuras na Escola Secundária de Metuchira, no distrito de Nhamatanda, na província de Sofala, a 31 de Março."
pt,Escola Secundária de Metuchira,ORG,"Teatro sobre uniões prematuras em na Escola Secundária de Metuchira O grupo teatral Anjos da Guarda realizou uma peça de teatral sobre uniões_prematuras na Escola Secundária de Metuchira, no distrito de Nhamatanda, na província de Sofala, a 31 de Março."
pt,Nhamatanda,LOC,"Teatro sobre uniões prematuras em na Escola Secundária de Metuchira O grupo teatral Anjos da Guarda realizou uma peça de teatral sobre uniões_prematuras na Escola Secundária de Metuchira, no distrito de Nhamatanda, na província de Sofala, a 31 de Março."
pt,Sofala,LOC,"Teatro sobre uniões prematuras em na Escola Secundária de Metuchira O grupo teatral Anjos da Guarda realizou uma peça de teatral sobre uniões_prematuras na Escola Secundária de Metuchira, no distrito de Nhamatanda, na província de Sofala, a 31 de Março."
pt,Março,PER,"Teatro sobre uniões prematuras em na Escola Secundária de Metuchira O grupo teatral Anjos da Guarda realizou uma peça de teatral sobre uniões_prematuras na Escola Secundária de Metuchira, no distrito de Nhamatanda, na província de Sofala, a 31 de Março."
pt,Sofala,LOC,A peça teatral foi organizada pelo Rede_de_Protecção_da_Criança em Sofala (SOPROC) no âmbito do projecto Enriquecendo a participação activa da sociedade civil para promoção da Igualdade de Género e o Empoderamento das mulheres e Raparigas do Programa de Apoio aos Actores Não Estatais (PAANE).
pt,SOPROC,LOC,A peça teatral foi organizada pelo Rede_de_Protecção_da_Criança em Sofala (SOPROC) no âmbito do projecto Enriquecendo a participação activa da sociedade civil para promoção da Igualdade de Género e o Empoderamento das mulheres e Raparigas do Programa de Apoio aos Actores Não Estatais (PAANE).
pt,Igualdade de Género e o Empoderamento das mulheres,ORG,A peça teatral foi organizada pelo Rede_de_Protecção_da_Criança em Sofala (SOPROC) no âmbito do projecto Enriquecendo a participação activa da sociedade civil para promoção da Igualdade de Género e o Empoderamento das mulheres e Raparigas do Programa de Apoio aos Actores Não Estatais (PAANE).
pt,Raparigas do Programa de Apoio,PER,A peça teatral foi organizada pelo Rede_de_Protecção_da_Criança em Sofala (SOPROC) no âmbito do projecto Enriquecendo a participação activa da sociedade civil para promoção da Igualdade de Género e o Empoderamento das mulheres e Raparigas do Programa de Apoio aos Actores Não Estatais (PAANE).
pt,Actores Não Estatais,ORG,A peça teatral foi organizada pelo Rede_de_Protecção_da_Criança em Sofala (SOPROC) no âmbito do projecto Enriquecendo a participação activa da sociedade civil para promoção da Igualdade de Género e o Empoderamento das mulheres e Raparigas do Programa de Apoio aos Actores Não Estatais (PAANE).
pt,PAANE,ORG,A peça teatral foi organizada pelo Rede_de_Protecção_da_Criança em Sofala (SOPROC) no âmbito do projecto Enriquecendo a participação activa da sociedade civil para promoção da Igualdade de Género e o Empoderamento das mulheres e Raparigas do Programa de Apoio aos Actores Não Estatais (PAANE).
pt,SOPROC,LOC,"Estiveram no local para assistir a peça teatral cerca de 1500 alunos das 7ª a 12ª classe, dos 14 a 22 anos, 5 professores e 2 pontos focais da SOPROC do distrito."
pt,WLSA Moçambique,LOC,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação_Moçambicana_de_Mulheres_de_Carreira_Jurídica (AMMCJ), Fórum_das_Associações_Femininas_de_Inhambane (FAFI), Fórum_Organizações Femininas_do_Niassa (FOFEN), Associação_de_Mulheres_Paralegais_de_Tete (AMPT), Rede_de_Protecção_da_Criança em Sofala (SOPROC), e o Centro_Informazione_e_Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União_Europeia em Moçambique, no contexto (PAANE II)."
pt,Fórum da Sociedade Civil para os Direitos da Criança,LOC,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação_Moçambicana_de_Mulheres_de_Carreira_Jurídica (AMMCJ), Fórum_das_Associações_Femininas_de_Inhambane (FAFI), Fórum_Organizações Femininas_do_Niassa (FOFEN), Associação_de_Mulheres_Paralegais_de_Tete (AMPT), Rede_de_Protecção_da_Criança em Sofala (SOPROC), e o Centro_Informazione_e_Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União_Europeia em Moçambique, no contexto (PAANE II)."
pt,ROSC,ORG,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação_Moçambicana_de_Mulheres_de_Carreira_Jurídica (AMMCJ), Fórum_das_Associações_Femininas_de_Inhambane (FAFI), Fórum_Organizações Femininas_do_Niassa (FOFEN), Associação_de_Mulheres_Paralegais_de_Tete (AMPT), Rede_de_Protecção_da_Criança em Sofala (SOPROC), e o Centro_Informazione_e_Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União_Europeia em Moçambique, no contexto (PAANE II)."
pt,AMMCJ,ORG,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação_Moçambicana_de_Mulheres_de_Carreira_Jurídica (AMMCJ), Fórum_das_Associações_Femininas_de_Inhambane (FAFI), Fórum_Organizações Femininas_do_Niassa (FOFEN), Associação_de_Mulheres_Paralegais_de_Tete (AMPT), Rede_de_Protecção_da_Criança em Sofala (SOPROC), e o Centro_Informazione_e_Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União_Europeia em Moçambique, no contexto (PAANE II)."
pt,FOFEN,ORG,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação_Moçambicana_de_Mulheres_de_Carreira_Jurídica (AMMCJ), Fórum_das_Associações_Femininas_de_Inhambane (FAFI), Fórum_Organizações Femininas_do_Niassa (FOFEN), Associação_de_Mulheres_Paralegais_de_Tete (AMPT), Rede_de_Protecção_da_Criança em Sofala (SOPROC), e o Centro_Informazione_e_Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União_Europeia em Moçambique, no contexto (PAANE II)."
pt,AMPT,ORG,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação_Moçambicana_de_Mulheres_de_Carreira_Jurídica (AMMCJ), Fórum_das_Associações_Femininas_de_Inhambane (FAFI), Fórum_Organizações Femininas_do_Niassa (FOFEN), Associação_de_Mulheres_Paralegais_de_Tete (AMPT), Rede_de_Protecção_da_Criança em Sofala (SOPROC), e o Centro_Informazione_e_Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União_Europeia em Moçambique, no contexto (PAANE II)."
pt,Rede_de_Protecção_da_Criança,LOC,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação_Moçambicana_de_Mulheres_de_Carreira_Jurídica (AMMCJ), Fórum_das_Associações_Femininas_de_Inhambane (FAFI), Fórum_Organizações Femininas_do_Niassa (FOFEN), Associação_de_Mulheres_Paralegais_de_Tete (AMPT), Rede_de_Protecção_da_Criança em Sofala (SOPROC), e o Centro_Informazione_e_Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União_Europeia em Moçambique, no contexto (PAANE II)."
pt,Sofala,LOC,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação_Moçambicana_de_Mulheres_de_Carreira_Jurídica (AMMCJ), Fórum_das_Associações_Femininas_de_Inhambane (FAFI), Fórum_Organizações Femininas_do_Niassa (FOFEN), Associação_de_Mulheres_Paralegais_de_Tete (AMPT), Rede_de_Protecção_da_Criança em Sofala (SOPROC), e o Centro_Informazione_e_Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União_Europeia em Moçambique, no contexto (PAANE II)."
pt,SOPROC,LOC,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação_Moçambicana_de_Mulheres_de_Carreira_Jurídica (AMMCJ), Fórum_das_Associações_Femininas_de_Inhambane (FAFI), Fórum_Organizações Femininas_do_Niassa (FOFEN), Associação_de_Mulheres_Paralegais_de_Tete (AMPT), Rede_de_Protecção_da_Criança em Sofala (SOPROC), e o Centro_Informazione_e_Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União_Europeia em Moçambique, no contexto (PAANE II)."
pt,CIES,ORG,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação_Moçambicana_de_Mulheres_de_Carreira_Jurídica (AMMCJ), Fórum_das_Associações_Femininas_de_Inhambane (FAFI), Fórum_Organizações Femininas_do_Niassa (FOFEN), Associação_de_Mulheres_Paralegais_de_Tete (AMPT), Rede_de_Protecção_da_Criança em Sofala (SOPROC), e o Centro_Informazione_e_Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União_Europeia em Moçambique, no contexto (PAANE II)."
pt,União_Europeia,LOC,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação_Moçambicana_de_Mulheres_de_Carreira_Jurídica (AMMCJ), Fórum_das_Associações_Femininas_de_Inhambane (FAFI), Fórum_Organizações Femininas_do_Niassa (FOFEN), Associação_de_Mulheres_Paralegais_de_Tete (AMPT), Rede_de_Protecção_da_Criança em Sofala (SOPROC), e o Centro_Informazione_e_Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União_Europeia em Moçambique, no contexto (PAANE II)."
pt,Moçambique,LOC,"Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação_Moçambicana_de_Mulheres_de_Carreira_Jurídica (AMMCJ), Fórum_das_Associações_Femininas_de_Inhambane (FAFI), Fórum_Organizações Femininas_do_Niassa (FOFEN), Associação_de_Mulheres_Paralegais_de_Tete (AMPT), Rede_de_Protecção_da_Criança em Sofala (SOPROC), e o Centro_Informazione_e_Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União_Europeia em Moçambique, no contexto (PAANE II)."
pt,Bairro de Inhamizua,LOC,"Roda de conversa sobre histórias de violência em Inhamizua Decorreu no passado dia 28 de Novembro de 2023 no Bairro de Inhamizua,  Matadouro no distrito da Beira, uma Roda de Conversa no âmbito dos 16 dias de activismo sobre a violência praticada contra Mulheres e Raparigas."
pt,Matadouro,LOC,"Roda de conversa sobre histórias de violência em Inhamizua Decorreu no passado dia 28 de Novembro de 2023 no Bairro de Inhamizua,  Matadouro no distrito da Beira, uma Roda de Conversa no âmbito dos 16 dias de activismo sobre a violência praticada contra Mulheres e Raparigas."
pt,distrito da Beira,LOC,"Roda de conversa sobre histórias de violência em Inhamizua Decorreu no passado dia 28 de Novembro de 2023 no Bairro de Inhamizua,  Matadouro no distrito da Beira, uma Roda de Conversa no âmbito dos 16 dias de activismo sobre a violência praticada contra Mulheres e Raparigas."
pt,Roda de Conversa,LOC,"Roda de conversa sobre histórias de violência em Inhamizua Decorreu no passado dia 28 de Novembro de 2023 no Bairro de Inhamizua,  Matadouro no distrito da Beira, uma Roda de Conversa no âmbito dos 16 dias de activismo sobre a violência praticada contra Mulheres e Raparigas."
pt,Mulheres,PER,"Roda de conversa sobre histórias de violência em Inhamizua Decorreu no passado dia 28 de Novembro de 2023 no Bairro de Inhamizua,  Matadouro no distrito da Beira, uma Roda de Conversa no âmbito dos 16 dias de activismo sobre a violência praticada contra Mulheres e Raparigas."
pt,Raparigas,LOC,"Roda de conversa sobre histórias de violência em Inhamizua Decorreu no passado dia 28 de Novembro de 2023 no Bairro de Inhamizua,  Matadouro no distrito da Beira, uma Roda de Conversa no âmbito dos 16 dias de activismo sobre a violência praticada contra Mulheres e Raparigas."
pt,SOPROC,LOC,"A roda de conversa foi organizada pela SOPROC em representação do consórcio no âmbito do projecto PAANE II, financiado pela União_Europeia."
pt,União_Europeia,LOC,"A roda de conversa foi organizada pela SOPROC em representação do consórcio no âmbito do projecto PAANE II, financiado pela União_Europeia."
pt,Niassa,LOC,"Sessão online sobre empoderamento Realizou_se nesta quarta_feira uma sessão online para empoderamento às activistas da província de Niassa, Cabo Delgado e Inhambane."
pt,Cabo Delgado,LOC,"Sessão online sobre empoderamento Realizou_se nesta quarta_feira uma sessão online para empoderamento às activistas da província de Niassa, Cabo Delgado e Inhambane."
pt,Inhambane,LOC,"Sessão online sobre empoderamento Realizou_se nesta quarta_feira uma sessão online para empoderamento às activistas da província de Niassa, Cabo Delgado e Inhambane."
pt,FOFEN,ORG,"As beneficiárias foram activistas do Fórum_das_Associações_Femininas_de_Inhambane (FAFI), Fórum_das_Organizações_Femininas_de_Niassa (FOFEN) e Associação_Moçambicana_de_Mulheres_de_Carreira_Jurídica."
pt,Igualdade,ORG,A sessão foi realizada no âmbito do projeto Enriquecendo a participação ativa da sociedade civil para promoção da Igualdade de gênero e o empoderamento das mulheres e raparigas do programa de apoio aos atores não estatais (PAANE).
pt,PAANE,ORG,A sessão foi realizada no âmbito do projeto Enriquecendo a participação ativa da sociedade civil para promoção da Igualdade de gênero e o empoderamento das mulheres e raparigas do programa de apoio aos atores não estatais (PAANE).
pt,Associação das Mulheres Para_legais de Tete sobre Uniões Prematuras,ORG,"Associação das Mulheres Para_legais de Tete sobre Uniões Prematuras  e Violência baseada em gênero   no Parque de Moatize Infantil de Moatize As ativistas da Associação das Mulheres Para_legais de Tete (AMuPT) realizaram uma palestra sobre uniões prematuras, Violência Baseada no Gênero (VBG) aos jovens e adultos que visitavam o Parque Infantil de Moatize."
pt,Violência,LOC,"Associação das Mulheres Para_legais de Tete sobre Uniões Prematuras  e Violência baseada em gênero   no Parque de Moatize Infantil de Moatize As ativistas da Associação das Mulheres Para_legais de Tete (AMuPT) realizaram uma palestra sobre uniões prematuras, Violência Baseada no Gênero (VBG) aos jovens e adultos que visitavam o Parque Infantil de Moatize."
pt,Parque de Moatize Infantil de Moatize,LOC,"Associação das Mulheres Para_legais de Tete sobre Uniões Prematuras  e Violência baseada em gênero   no Parque de Moatize Infantil de Moatize As ativistas da Associação das Mulheres Para_legais de Tete (AMuPT) realizaram uma palestra sobre uniões prematuras, Violência Baseada no Gênero (VBG) aos jovens e adultos que visitavam o Parque Infantil de Moatize."
pt,Associação das Mulheres Para_legais de Tete,ORG,"Associação das Mulheres Para_legais de Tete sobre Uniões Prematuras  e Violência baseada em gênero   no Parque de Moatize Infantil de Moatize As ativistas da Associação das Mulheres Para_legais de Tete (AMuPT) realizaram uma palestra sobre uniões prematuras, Violência Baseada no Gênero (VBG) aos jovens e adultos que visitavam o Parque Infantil de Moatize."
pt,AMuPT,LOC,"Associação das Mulheres Para_legais de Tete sobre Uniões Prematuras  e Violência baseada em gênero   no Parque de Moatize Infantil de Moatize As ativistas da Associação das Mulheres Para_legais de Tete (AMuPT) realizaram uma palestra sobre uniões prematuras, Violência Baseada no Gênero (VBG) aos jovens e adultos que visitavam o Parque Infantil de Moatize."
pt,Violência Baseada,PER,"Associação das Mulheres Para_legais de Tete sobre Uniões Prematuras  e Violência baseada em gênero   no Parque de Moatize Infantil de Moatize As ativistas da Associação das Mulheres Para_legais de Tete (AMuPT) realizaram uma palestra sobre uniões prematuras, Violência Baseada no Gênero (VBG) aos jovens e adultos que visitavam o Parque Infantil de Moatize."
pt,Parque Infantil de Moatize,LOC,"Associação das Mulheres Para_legais de Tete sobre Uniões Prematuras  e Violência baseada em gênero   no Parque de Moatize Infantil de Moatize As ativistas da Associação das Mulheres Para_legais de Tete (AMuPT) realizaram uma palestra sobre uniões prematuras, Violência Baseada no Gênero (VBG) aos jovens e adultos que visitavam o Parque Infantil de Moatize."
pt,Selmira Santos,PER,Selmira Santos e Ruquia Zainadine convidaram os visitantes do parque para se juntarem e assistir à palestra sobre as matérias.
pt,Ruquia Zainadine,PER,Selmira Santos e Ruquia Zainadine convidaram os visitantes do parque para se juntarem e assistir à palestra sobre as matérias.
pt,Violência,LOC,Na atividade estiveram reunidas mais de 30 pessoas para consciencializar_lhes sobre a  Violência baseada em gênero e Uniões prematuras.
pt,Rádio Pax A Rede de Proteção da Criança,LOC,"Debate radiofónico sobre interrupção voluntária da gravidez na Rádio Pax A Rede de Proteção da Criança em Sofala (SOPROC) participou de um debate radiofônico na Rádio Pax, da cidade da Beira, para abordar a importância da Interrupção voluntária da gravidez nas unidades sanitárias."
pt,Sofala,LOC,"Debate radiofónico sobre interrupção voluntária da gravidez na Rádio Pax A Rede de Proteção da Criança em Sofala (SOPROC) participou de um debate radiofônico na Rádio Pax, da cidade da Beira, para abordar a importância da Interrupção voluntária da gravidez nas unidades sanitárias."
pt,SOPROC,LOC,"Debate radiofónico sobre interrupção voluntária da gravidez na Rádio Pax A Rede de Proteção da Criança em Sofala (SOPROC) participou de um debate radiofônico na Rádio Pax, da cidade da Beira, para abordar a importância da Interrupção voluntária da gravidez nas unidades sanitárias."
pt,Rádio Pax,LOC,"Debate radiofónico sobre interrupção voluntária da gravidez na Rádio Pax A Rede de Proteção da Criança em Sofala (SOPROC) participou de um debate radiofônico na Rádio Pax, da cidade da Beira, para abordar a importância da Interrupção voluntária da gravidez nas unidades sanitárias."
pt,cidade da Beira,LOC,"Debate radiofónico sobre interrupção voluntária da gravidez na Rádio Pax A Rede de Proteção da Criança em Sofala (SOPROC) participou de um debate radiofônico na Rádio Pax, da cidade da Beira, para abordar a importância da Interrupção voluntária da gravidez nas unidades sanitárias."
pt,Igualdade de Gênero,ORG,"O debate foi realizado no âmbito do projeto enriquecendo a participação ativa da sociedade civil para promoção da Igualdade de Gênero e o empoderamento das mulheres e raparigas do Programa de Apoio aos atores não estatais (PAANE), que conta com apoio da União Europeia."
pt,Programa de Apoio,ORG,"O debate foi realizado no âmbito do projeto enriquecendo a participação ativa da sociedade civil para promoção da Igualdade de Gênero e o empoderamento das mulheres e raparigas do Programa de Apoio aos atores não estatais (PAANE), que conta com apoio da União Europeia."
pt,PAANE,ORG,"O debate foi realizado no âmbito do projeto enriquecendo a participação ativa da sociedade civil para promoção da Igualdade de Gênero e o empoderamento das mulheres e raparigas do Programa de Apoio aos atores não estatais (PAANE), que conta com apoio da União Europeia."
