idioma,texto_entidade,tipo_entidade,contexto
es,Jilin,LOC,"
 Nació en Jilin, al noreste de China, donde habían emigrado su mamá y su papá huyendo del dominio_colonial japonés en Corea."
es,China,LOC,"
 Nació en Jilin, al noreste de China, donde habían emigrado su mamá y su papá huyendo del dominio_colonial japonés en Corea."
es,Corea,LOC,"
 Nació en Jilin, al noreste de China, donde habían emigrado su mamá y su papá huyendo del dominio_colonial japonés en Corea."
es,Luego,LOC,"Luego regresaron a Corea, a los 15 años la adoptó otra familia y la inscribió en una escuela de kisaeng donde le enseñaban a las mujeres canto, baile y poesía para que entretuvieran a hombres coreanos de clase alta."
es,Corea,LOC,"Luego regresaron a Corea, a los 15 años la adoptó otra familia y la inscribió en una escuela de kisaeng donde le enseñaban a las mujeres canto, baile y poesía para que entretuvieran a hombres coreanos de clase alta."
es,China,LOC, Tras graduarse su padre adoptivo la llevó a China.
es,Seúl,LOC,Tras la rendición de Japón en 1945 se instaló en Seúl.
es,Kim,PER,Kim empezó a hacer campañas para que el gobierno japonés asumiera su responsabilidad legal y compensara a las víctimas.
es,Seúl,LOC,"A partir del año siguiente de su declaración, todos los miércoles se lleva a cabo una protesta frente a la embajada japonesa en Seúl."
es,Kim,PER,"Pese a que en 1993 Japón emitió una disculpa y se comprometió a seguir investigando lo sucedido, Kim murió a los 73 años sin haber recibido ningún tipo de indemnización."
es,Shiori_Ito,LOC,La periodista japonesa Shiori_Ito se transformó en un símbolo de la violencia_sexual_contra_las_mujeres al hacer público el caso de su violación en 2017.
es,Japonés Shinzo_Abe,LOC,"Tras estudiar periodismo y fotografía en Nueva_York en 2013, entró como pasante en Thomson_Reuters donde conoció al prominente periodista de televisión Noriyuki_Yamaguchi, famoso por ser el biógrafo del Primer_Ministro Japonés Shinzo_Abe."
es,Yamaguchi,LOC,Yamaguchi invitó en 2015 a Shiori a una comida para discutir un puesto de trabajo.
es,Shiori,PER,Yamaguchi invitó en 2015 a Shiori a una comida para discutir un puesto de trabajo.
es,Shiori,PER,"Luego de comer y beber, Shiori se desmayó y fue arrastrada por el periodista a su pieza de hotel donde la asaltó sexualmente."
es,Yamaguchi,PER,"Cuando despertó, seudo_inconsciente y adolorida, tenía a Yamaguchi sobre ella."
es,Me_Too,ORG,"Cuando en 2017 el movimiento Me_Too remeció al mundo con miles de mujeres hablando de sus experiencias de abuso y violencia_sexual, Shiro decidió denunciar lo que le había pasado."
es,Shiro,LOC,"Cuando en 2017 el movimiento Me_Too remeció al mundo con miles de mujeres hablando de sus experiencias de abuso y violencia_sexual, Shiro decidió denunciar lo que le había pasado."
es,Así,PER,"Así al hacer el caso público Ito recibió mucha atención mediática y política, cuestionando la veracidad de su testimonio."
es,Ito,PER,"Así al hacer el caso público Ito recibió mucha atención mediática y política, cuestionando la veracidad de su testimonio."
es,Yamaguchi,PER,"Tras la investigación de los fiscales, quienes decidieron no arrestar ni perseguir legalmente a Yamaguchi debido a la falta de pruebas, Ito presentó una demanda civil por 11 millones de yenes por daños y perjuicios."
es,Ito,PER,"Tras la investigación de los fiscales, quienes decidieron no arrestar ni perseguir legalmente a Yamaguchi debido a la falta de pruebas, Ito presentó una demanda civil por 11 millones de yenes por daños y perjuicios."
es,negó,PER,"Ante esto Yamaguchi, quien negó los cargos de violación, interpuso una contrademanda por 130 millones por dañar su reputación."
es,Tokio,LOC,"En 2019 la corte del distrito de Tokio ordenó que Shiori recibiera 3.3 millones de yenes del acusado por daños y perjuicios, y rechazó la contrademanda interpuesta en su contra."
es,Shiori,PER,"En 2019 la corte del distrito de Tokio ordenó que Shiori recibiera 3.3 millones de yenes del acusado por daños y perjuicios, y rechazó la contrademanda interpuesta en su contra."
es,decía victoria,PER,"Afuera del tribunal, sosteniendo un cartel que decía victoria, Shiori demostró la importancia de denunciar y llegar a sentencias en casos de violencia_sexual."
es,Shiori,PER,"Afuera del tribunal, sosteniendo un cartel que decía victoria, Shiori demostró la importancia de denunciar y llegar a sentencias en casos de violencia_sexual."
es,Además,LOC,"Además de escribir un libro con su experiencia, Black_Box que recibió el premio periodístico de la Asociación_de_Prensa_Libre de Japón en 2018, su lucha legal fue retratada en el documental de la BBC Japans_Secret_Sham."
es,Black_Box,PER,"Además de escribir un libro con su experiencia, Black_Box que recibió el premio periodístico de la Asociación_de_Prensa_Libre de Japón en 2018, su lucha legal fue retratada en el documental de la BBC Japans_Secret_Sham."
es,BBC Japans_Secret_Sham,ORG,"Además de escribir un libro con su experiencia, Black_Box que recibió el premio periodístico de la Asociación_de_Prensa_Libre de Japón en 2018, su lucha legal fue retratada en el documental de la BBC Japans_Secret_Sham."
es,servicios_de_salud,ORG,Lo denunció a las autoridades y fue a los servicios_de_salud.
es,Harvard,ORG,"Pero Amanda_Nguyen, graduada de Harvard, empleada del Departamento_de_Estado en Washington y con miras a ser astronauta, se dio cuenta entonces que las víctimas como ella no estaban protegidas, de hecho, eran obligadas a navegar por un sistema deficiente, que las hacía revivir su ataque y sin consideraciones, explicaciones o defensa de su lado."
es,Washington,LOC,"Pero Amanda_Nguyen, graduada de Harvard, empleada del Departamento_de_Estado en Washington y con miras a ser astronauta, se dio cuenta entonces que las víctimas como ella no estaban protegidas, de hecho, eran obligadas a navegar por un sistema deficiente, que las hacía revivir su ataque y sin consideraciones, explicaciones o defensa de su lado."
es,Justicia,ORG,"Creó una ONG llamada Rise, que se preocupa de ayudar a las víctimas de violación a encausar sus acciones_civiles ante la Justicia."
es,Congreso,ORG,"Y convenció a legisladores del Congreso de crear una nueva Ley, que entregue derechos y proteja a quienes han pasado por un crimen_sexual."
es,Ley,LOC,"Y convenció a legisladores del Congreso de crear una nueva Ley, que entregue derechos y proteja a quienes han pasado por un crimen_sexual."
es,Obama,PER,La Ley_de_Derechos para los sobrevivientes de asaltos_sexuales fue firmada por Obama el año 2016.
es,Massachusetts,LOC,"En su estado de Massachusetts se podía esperar 15 años para perseguir una demanda o acusación, pero los servicios de salud sólo guardaban el kit_de_violación, con la evidencia y muestras tomadas del crimen, por 6 meses, también se dio cuenta que 2 veces al año, el sistema le recordaría la fecha de su violación, y que debía pedir prórrogas para no destruir el material."
es,Así nació Rise,PER,"Así nació Rise, con profesionales de todo tipo, con sobrevivientes y voluntarios, que se movieron rápidamente para cambiar las leyes, en 2 meses, ya estaban llegando al Congreso."
es,Congreso,ORG,"Así nació Rise, con profesionales de todo tipo, con sobrevivientes y voluntarios, que se movieron rápidamente para cambiar las leyes, en 2 meses, ya estaban llegando al Congreso."
es,Exige,LOC,"Exige que tengan acceso a ayuda psicológica_especializada, y que reciban toda la información y ayuda legal que requieran."
es,Alerta_feminista,ORG,"Alerta_feminista antifacista, Compañeras, Que la decepción fascista no nos robe la esperanza verdevioleta."
es,Compañeras,LOC,"Alerta_feminista antifacista, Compañeras, Que la decepción fascista no nos robe la esperanza verdevioleta."
es,Chile,LOC,"Que el dolor del olvido de las heridas de Chile no nos haga flaquear los pasos, porque nos necesitamos, porque la calle no la soltaremos nunca, porque nuestras niñas nos necesitan, porque nos encontramos y porque no nos volveremos a soltar!"
es,valentía,LOC,"En este día de reflexión y conmemoración queremos reivindicar la lucha de las mujeres que nos antecedieron y que gracias a su convicción y valentía nos llevaron a conquistar los derechos que hoy tenemos, pero que también nos inspiran a seguir peleando por los que faltan."
es,Mahsa Amini,PER,"Esta semana las mujeres iraníes se han manifestado en distintas ciudades de su país tras la muerte de Mahsa Amini, una joven de 22 años que murió la semana pasada cuando se encontraba bajo custodia de la policía moral, Gasht e Ershad, de Irán, agentes encubiertos que velan por el correcto uso de la vestimenta según el código religioso de la zona."
es,Gasht,LOC,"Esta semana las mujeres iraníes se han manifestado en distintas ciudades de su país tras la muerte de Mahsa Amini, una joven de 22 años que murió la semana pasada cuando se encontraba bajo custodia de la policía moral, Gasht e Ershad, de Irán, agentes encubiertos que velan por el correcto uso de la vestimenta según el código religioso de la zona."
es,Ershad,LOC,"Esta semana las mujeres iraníes se han manifestado en distintas ciudades de su país tras la muerte de Mahsa Amini, una joven de 22 años que murió la semana pasada cuando se encontraba bajo custodia de la policía moral, Gasht e Ershad, de Irán, agentes encubiertos que velan por el correcto uso de la vestimenta según el código religioso de la zona."
es,Irán,LOC,"Esta semana las mujeres iraníes se han manifestado en distintas ciudades de su país tras la muerte de Mahsa Amini, una joven de 22 años que murió la semana pasada cuando se encontraba bajo custodia de la policía moral, Gasht e Ershad, de Irán, agentes encubiertos que velan por el correcto uso de la vestimenta según el código religioso de la zona."
es,Turquía,LOC,"La valentía de estas iraníes de se alzar a un régimen sumamente represivo, ha sido apoyado por algunos hombres que se han unido a la causa y también por mujeres de otros países, como Turquía, donde ayer miles de personas marcharon por las calles."
es,Ana Tijoux,PER,"Ana Tijoux ha llevado su estilo al reconocimiento mundial, siendo nominada en varias oportunidades a los Premios Grammy."
es,violencia_de_género,ORG,Su discurso feminista y activista está presente en sus letras donde habla de los derechos de la mujer y contra de la violencia_de_género.
es,Monique Wittig,PER,"Doctora en lingüística, escritora, poeta y activista francesa, Monique Wittig es una de las precursoras del feminismo materialista en su país."
es,Día Internacional de la Eliminación de la Violencia,ORG,"Los orígenes del Día Internacional de la Eliminación de la Violencia hacia las Mujeres se remontan a 1981, cuando militantes y activistas en favor del derecho de la mujer lanzaban sus protestas ante la violencia_de_género."
es,las Mujeres,LOC,"Los orígenes del Día Internacional de la Eliminación de la Violencia hacia las Mujeres se remontan a 1981, cuando militantes y activistas en favor del derecho de la mujer lanzaban sus protestas ante la violencia_de_género."
es,violencia_de_género,ORG,"Los orígenes del Día Internacional de la Eliminación de la Violencia hacia las Mujeres se remontan a 1981, cuando militantes y activistas en favor del derecho de la mujer lanzaban sus protestas ante la violencia_de_género."
es,República Dominicana,LOC,"El origen: la necesidad de honrar la memoria de las hermanas Mirabal, tres activistas políticas de la República Dominicana que fueron brutalmente asesinadas en 1960 por orden del gobernante dominicano, Rafael Trujillo 1930 e 1961,."
es,Rafael Trujillo,PER,"El origen: la necesidad de honrar la memoria de las hermanas Mirabal, tres activistas políticas de la República Dominicana que fueron brutalmente asesinadas en 1960 por orden del gobernante dominicano, Rafael Trujillo 1930 e 1961,."
es,Chile,LOC,"Entre el 1 de enero y el 18 de noviembre de 2020 el @minmujeryeg ha registrado 35 femicidios en Chile, mientras que @mujeres.red agrega 9 casos más."
es,@mujeres.red,PER,"Entre el 1 de enero y el 18 de noviembre de 2020 el @minmujeryeg ha registrado 35 femicidios en Chile, mientras que @mujeres.red agrega 9 casos más."
es,Además,PER,"Además, a septiembre de este año @onumujeres reveló que a nivel mundial 243 millones de mujeres entre los 15 y 49 años ha sido objeto de violencia sexual y/o física por parte de su pareja en los últimos 12 meses."
es,OMS,ORG,"La OMS indicó este año que, a nivel mundial, 1 de cada 3 mujeres ha experimentado violencia física y/o sexual por parte de su pareja o por parte de cualquier perpetrador a lo largo de su vida."
es,Además,PER,"Además, desde la OMS comentan que estos casos incrementan en contextos de emergencia, incluida las pandemias."
es,OMS,ORG,"Además, desde la OMS comentan que estos casos incrementan en contextos de emergencia, incluida las pandemias."
es,Colectiva Feminista Rebelión del Cuerpo Chile,ORG,"Tras reunión de reflexión nacional, como Colectiva Feminista Rebelión del Cuerpo Chile adherimos a la lista Apruebo Dignidad y damos nuestro apoyo al candidato Gabriel Boric el 19 de Diciembre."
es,Apruebo Dignidad,PER,"Tras reunión de reflexión nacional, como Colectiva Feminista Rebelión del Cuerpo Chile adherimos a la lista Apruebo Dignidad y damos nuestro apoyo al candidato Gabriel Boric el 19 de Diciembre."
es,Gabriel Boric,PER,"Tras reunión de reflexión nacional, como Colectiva Feminista Rebelión del Cuerpo Chile adherimos a la lista Apruebo Dignidad y damos nuestro apoyo al candidato Gabriel Boric el 19 de Diciembre."
es,Diciembre,PER,"Tras reunión de reflexión nacional, como Colectiva Feminista Rebelión del Cuerpo Chile adherimos a la lista Apruebo Dignidad y damos nuestro apoyo al candidato Gabriel Boric el 19 de Diciembre."
es,gabriel boric,PER,"Por nuestras niñas, por las que estamos, por las que buscan justicia, por las que ya no están, por las disidencias, por todas, apoyamos el programa de apruebo dignidad representado por gabriel boric."
es,Exigimos,PER,"Exigimos que las empresas se hagan responsables de sus publicidades, sobre todo si utilizan a profundas causas sociales, como es el 8M. No es un promoción ni un concurso."
es,Cuestionémonos,LOC,"Pueden, y podemos, hacerlo mejor Cuestionémonos en el propio lugar de trabajo sobre qué estamos haciendo para equiparar la cancha entre los/las/les trabajadores. ¿"
es,Aborto,PER,"Y nos preguntamos si planean premiar frases como Aborto libre y seguro en Chile, Equidad de género en las empresas y agencias publicitarias."
es,Chile,LOC,"Y nos preguntamos si planean premiar frases como Aborto libre y seguro en Chile, Equidad de género en las empresas y agencias publicitarias."
es,Equidad,LOC,"Y nos preguntamos si planean premiar frases como Aborto libre y seguro en Chile, Equidad de género en las empresas y agencias publicitarias."
es,Allí,LOC,Allí está la lucha.
es,rebeldía,PER,"Por las bacanas, que hacen su camino propio y creen en la libertad de elegir la vida que imaginan, con rebeldía y con fuerza."
es,Colectivo Feminista Internacional,ORG,"En los años 70 participó de la creación del Colectivo Feminista Internacional, el que lanzó una campaña por el reconocimiento y remuneración del trabajo doméstico."
es,Autora,PER,"Autora de varios libros, incluyendo Calibán y la bruja."
es,Calibán,LOC,"Autora de varios libros, incluyendo Calibán y la bruja."
es,Nuestros,LOC,"Nuestros ocho años aportando en visibilizar la equidad de género, nos reafirman que: El feminismo es necesario hoy, y siempre, ya que aún nos queda mucho camino por recorrer para vivir una vida más plena en derechos, libre de acoso, con los mismos salarios, con el reconocimiento y remuneración de los cuidados y más."
es,Cruz Verde,PER,Este titular de una nota del newsletter de Cruz Verde es tremendamente violento.
es,¿,LOC,"Es decir, además de minimizar que nuestro trabajo sea pagado o no, se invisibiliza. ¿"
es,Qué pasó,LOC,"Qué pasó, @farmaciascruzverdeoficial?"
es,¿,LOC,Esta publicidad es un claro ejemplo de ello. ¿
es,Qué,LOC,Qué les pasa @monoitikitahitioficial ? ¿
es,Cómo,LOC,"Cómo esperamos que niñas, adolescentes y adultas, luchen contra estereotipos, contra los roles patriarcales en un núcleo familiar, cuando la sociedad te bombardea con mensajes como estos?"
es,Irina,LOC,"Este señor utiliza dos términos (concubina y amante) para referirse a Irina, palabras que a lo largo de la historia se han usado de forma peyorativa para humillar y disminuir a las mujeres porque tal como dice, según él nosotras debemos saber cual es nuestro lugar: bien calladitas a la sombra de un hombre."
es,Independiente,ORG,"Independiente de si estamos de acuerdo o no con que ocupe el cargo, en primer lugar Tomás, si ella no hubiese optado por ser primera dama, no tendrías por qué pedir audiencia con ella."
es,Qué,LOC,¿Qué se sabe del impuesto rosa?
es,Ganamos,PER,"Ganamos menos, pero pagamos más."
es,¿Solo,LOC, ¿Solo por ser mujeres se nos cobra de más? ¿
es,¿,LOC,"Y como broche de oro uno de los presidenciables quiere eliminar el ministerio de la mujer, si ya con su existencia poco avance tenemos en todas las injusticias que nos perjudican ¿qué pasará cuando se nos invisibilice aún más como sujetas de derecho?"
es,Basta,LOC,"Basta con la segregación, calificación y ahora violenta diferencia económica."
es,llegó,PER,De los mismos creadores de Siéntate como señorita y compórtate como una dama llegó Si andas en tus día a nadie le interesa saber.
es,Alamiro Salazar,PER,"Al parecer, para estos machitos como Alamiro Salazar, estas formas de referirse a las mujeres son correctas."
es,Estado,LOC,Es inaceptable que un organismo del Estado nos vulnere de esta forma.
es,Alamiro,LOC,"Alamiro, se llama MENSTRUACIÓN y es algo completamente natural."
es,JAMÁS,ORG,"JAMÁS es motivo de vergüenza, ni algo que debamos callar las personas menstruantes."
es,Lamentablemente,PER,"Lamentablemente, esos mensajes muchas veces provocan un sentimiento de culpa, emociones y sensaciones de insatisfacción, frustración y vergüenza, entre tantas otras."
es,Además,PER,"Esto puede llevarnos a realizar acciones que pueden ser dañinos en pro de calzar en una idea o imagen de lo que es un cuerpo ideal: dietas extremas, fajas Además de todo, publicidades como estas están dirigidas, en su mayoría, a nosotras las mujeres, a quienes se nos impone la necesidad de cumplir con ese cuerpo descrito como perfecto, omitiendo la realidad de cada una."
es,Titulares,PER,"Titulares erróneos, publicidad sexista y llena de exigencias sociales que aún no se replantean."
es,Brontë,PER,"CitasMujeresBacanas Las hermanas Brontë eran algo ariscas y alejadas de lo que se esperaba de las mujeres victorianas de la época, que era básicamente casarse y dedicarse a las labores domésticas."
es,Currer,LOC,"Escribieron un poemario en conjunto pero lo hicieron usando seudónimos masculinos; firmaron como Currer, Ellis y Acton Bell."
es,Ellis,LOC,"Escribieron un poemario en conjunto pero lo hicieron usando seudónimos masculinos; firmaron como Currer, Ellis y Acton Bell."
es,Acton Bell,PER,"Escribieron un poemario en conjunto pero lo hicieron usando seudónimos masculinos; firmaron como Currer, Ellis y Acton Bell."
es,Así,PER,Así se evitaban los prejuicios machistas propios de la época.
es,Charlotte,PER,"A lo largo de 1846, las tres hermanas se dedicaron a escribir; Charlotte creó Jane Eyre; Emily, Cumbres Borrascosas, y Anne, Agnes Grey."
es,Jane Eyre,PER,"A lo largo de 1846, las tres hermanas se dedicaron a escribir; Charlotte creó Jane Eyre; Emily, Cumbres Borrascosas, y Anne, Agnes Grey."
es,Emily,PER,"A lo largo de 1846, las tres hermanas se dedicaron a escribir; Charlotte creó Jane Eyre; Emily, Cumbres Borrascosas, y Anne, Agnes Grey."
es,Anne,PER,"A lo largo de 1846, las tres hermanas se dedicaron a escribir; Charlotte creó Jane Eyre; Emily, Cumbres Borrascosas, y Anne, Agnes Grey."
es,Agnes Grey,PER,"A lo largo de 1846, las tres hermanas se dedicaron a escribir; Charlotte creó Jane Eyre; Emily, Cumbres Borrascosas, y Anne, Agnes Grey."
es,Hagnódica,PER,"La primera mujer ginecóloga y partera de la historia, Hagnódica, también conocida como Agnódice, fue una ateniense del siglo IV a.C. quien tuvo que vestir como hombre para ejercer una profesión prohibida para su sexo."
es,Agnódice,LOC,"La primera mujer ginecóloga y partera de la historia, Hagnódica, también conocida como Agnódice, fue una ateniense del siglo IV a.C. quien tuvo que vestir como hombre para ejercer una profesión prohibida para su sexo."
es,Higino,PER,"Su historia fue narrada por el escritor romano Higino, y aunque algunos disputan su veracidad, ha sido la inspiración para parteras y doctoras a través de los siglos."
es,Escuela de Alejandría,ORG,"Fue su padre quien la ayudó a cortarse el pelo, vestirse como hombre y pagó su formación con Herófilo de Calcedonia, un médico griego de la Escuela de Alejandría."
es,Egipto,LOC,Luego viajó a Egipto para seguir estudiando y obtuvo los títulos necesarios para trabajar como especialista en ginecología y partera.
es,Agnódice,LOC,Agnódice regresó a Atenas.
es,Atenas,LOC,Agnódice regresó a Atenas.
es,Agnódice,LOC,Para que se sintieran tranquilas y en confianza Agnódice les hacía saber que era una de ellas levantando su bata.
es,Brisa Stempelet,PER,Brisa Stempelet es una mujer emprendedora de la región de La Araucanía que se ha abierto camino en el masculinizado mundo de la mecánica.
es,La Araucanía,LOC,Brisa Stempelet es una mujer emprendedora de la región de La Araucanía que se ha abierto camino en el masculinizado mundo de la mecánica.
es,Brisa,PER,"Viene de una familia de mecánicos, y con determinación y habilidades adquiridas junto a su padre y hermano, Brisa se enamoró de este rubro y decidió convertir su pasión en un negocio propio."
es,Toyota,ORG,"Mi primer contacto con la mecánica fue cuando desarmé el auto de mi padre, un Toyota."
es,Así nació Onde la Brisa,PER,"Así nació Onde la Brisa, su taller mecánico en Pitrufquén."
es,Pitrufquén,LOC,"Así nació Onde la Brisa, su taller mecánico en Pitrufquén."
es,Brisa,PER,Brisa no se amedrentó por los obstáculos que se le presentaban en el camino.
es,Brisa,PER,"Brisa cuenta: Mi desafío más grande ha sido ganarme la confianza de los clientes, especialmente por ser mujer en un rubro dominado por hombres."
es,Brisa,PER,Brisa ha trabajado arduamente para formar un espacio donde más mujeres puedan unirse a su pasión por la mecánica.
es,Brisa,PER,"Brisa ha contado con el apoyo de programas como Balloon Latam, en el que recibió un reconocimiento en activos que le permitió arrendar el taller, además de vincularse con DERCO Maquinaria, gracias a quienes ha podido ampliar su conocimiento a través de capacitaciones y establecer contactos con otros emprendedores."
es,DERCO Maquinaria,PER,"Brisa ha contado con el apoyo de programas como Balloon Latam, en el que recibió un reconocimiento en activos que le permitió arrendar el taller, además de vincularse con DERCO Maquinaria, gracias a quienes ha podido ampliar su conocimiento a través de capacitaciones y establecer contactos con otros emprendedores."
es,Asociación Internacional,ORG,"El 10 de septiembre es el Día Mundial para la Prevención del Suicidio, organizado por la Asociación Internacional para la Prevención del Suicidio (IASP), copatrocinada por la OMS."
es,OMS,ORG,"El 10 de septiembre es el Día Mundial para la Prevención del Suicidio, organizado por la Asociación Internacional para la Prevención del Suicidio (IASP), copatrocinada por la OMS."
es,año,ORG,"Cada año, el suicidio se encuentra entre las 20 principales causas de muerte a nivel mundial para personas de todas las edades."
es,Prevenir,PER,Prevenir el suicidio con frecuencia es posible y eres un elemento clave en su prevención!
es,Tambien,PER,Tambien queremos hacer enfasis en que las violencias son interseccionales y que muchas veces estan entrelazadas y responden algo mas estructural.
es,Como Rebelión,PER,"Como Rebelión del cuerpo estamos comprometidas luchando encontra de la violencia hacia las mujeres todo el año, tenemos como objetivo visibilizar la violencia simbólica, esa violencia que es casi invisible, que recibimos a diario y de manera constante, que parece inofensiva pero que opera de una manera silenciosa se metiendo en nuestro inconciete y ayudando a que todas las otras violencias sean normalizadas."
es,Repite,PER,Repite cada mañana frente al espejo.
es,Elizabeth Andrade Huaringa,PER,"Premio Nacional de Derechos Humanos del INDH 2022, la activista peruana Elizabeth Andrade Huaringa es la 1ª migrante en recibir este galardón."
es,Chile,LOC,"Educadora de párvulos y actual estudiante de técnico en trabajo social, lucha por los derechos de las mujeres y de las personas migrantes en Chile."
es,llegó,PER,"A los 16 años fue incorporada a un convento donde estuvo por 1 década, llegó incluso a hacer votos temporales."
es,Chile,LOC,Cuando salió su mamá le dijo que estaba yendo por mal camino y le pidió que se mudara a Chile con su hermana.
es,Emigró,LOC,"Emigró en 1995, se asentó en la Región de Antofagasta."
es,Región de Antofagasta,LOC,"Emigró en 1995, se asentó en la Región de Antofagasta."
es,Kimberly,LOC,"Se casó, tuvo a su hija Kimberly y sufrió de violencia intrafamiliar."
es,Trabajó,PER,Trabajó como asesora del hogar y después como asistente de párvulos.
es,Nuevo Amanecer Latino,ORG,"Pese al miedo, se separó y se trasladó a vivir a un campamento, Nuevo Amanecer Latino, en 2015."
es,Reconoció,LOC,"Reconoció las dificultades que atravesaban la mayoría de los migrantes, la discriminación y abuso que sufrían."
es,Brindó,PER,"Brindó asesorías en materia de vivienda, igualdad de género y derechos humanos."
es,Los Arenales,LOC,"Creó la agrupación Rompiendo Barreras que luego se transformó en una corporación que reúne a ocho comités del macrocampamento, Los Arenales."
es,Gestionó,PER,"Gestionó la electrificación, el acceso al agua potable y el estudio de suelo del conjunto de sitios."
es,Llevó,PER,"Llevó a cabo el proyecto Jardín Comunitario Los Arenales, un espacio autogestionado de mujeres sin trabajo que quieren superar la violencia_de_género."
es,Jardín Comunitario Los Arenales,PER,"Llevó a cabo el proyecto Jardín Comunitario Los Arenales, un espacio autogestionado de mujeres sin trabajo que quieren superar la violencia_de_género."
es,violencia_de_género,ORG,"Llevó a cabo el proyecto Jardín Comunitario Los Arenales, un espacio autogestionado de mujeres sin trabajo que quieren superar la violencia_de_género."
es,Cofundó,LOC,"Cofundó la Red Nacional de Organizaciones Migrantes y Promigrantes de Chile para luchar por los derechos de las personas, para construir una sociedad más inclusiva e intercultural."
es,Red Nacional de Organizaciones Migrantes,LOC,"Cofundó la Red Nacional de Organizaciones Migrantes y Promigrantes de Chile para luchar por los derechos de las personas, para construir una sociedad más inclusiva e intercultural."
es,Paula Navarro,PER,"Mientras, por un lado, se visibiliza el trabajo de Paula Navarro, una mujer que está haciendo historia en el fútbol chileno por su trabajo como DT, por otro lado aparecen preguntas que siguen dejando en evidencia el trato diferente cuando se habla de hombres o de mujeres."
es,Paula Navarro,PER,"Tal como responde Paula Navarro, este tipo de preguntas no se las realizan a entrenadores de grupos masculinos. ¿"
es,¿,LOC,"Tal como responde Paula Navarro, este tipo de preguntas no se las realizan a entrenadores de grupos masculinos. ¿"
es,¿,LOC,Y es que ¿qué importa si hay jugadoras lesbianas? ¿
es,¿,LOC,Es relevante la orientación sexual a la hora de jugar? (¿
es,¿,LOC,"Los espacios se abren y amplían y cada vez más levantamos la voz, así como Paula, para mostrar esas diferencias: los hombres tienen vozarrón y no les dicen histéricas o ridículas, ¿por qué? ¡"
es,Basta!,ORG,Basta!
es,Amor,PER,En el año 2019 realizamos la encuesta Amor y relaciones de pareja con el objetivo de conocer las creencias y expectativas que existen en torno al amor y a las relaciones de pareja.
es,Queríamos,PER,"Queríamos saber cómo impacta en nosotras lo que por generaciones se ha ido construyendo en relación al amor y a cómo ser pareja en una relación amorosa: desde las canciones que escuchamos, los dibujos animados que vimos mientras crecíamos, las telenovelas y películas, donde abundan frases que romantizan la idea del sufrimiento y devoción como la célebre El amor todo lo puede y todo lo soporta, la cual peligrosamente puede llevar a situaciones de dependencia emocional que implica soportar algunos tipos de violencia, ya que se normalizan conductas dañinas desde y hacia la pareja."
es,abnegación,PER,"Por ello, es necesario develar los mitos del amor romántico, los cuales se sustentan en una ideología patriarcal que subordina a las mujeres a un rol pasivo, donde se nos muestra como personas que esperan a un otro que nos complete, nos entregue protección a cambio de abnegación o que debemos soportar todo a cambio de no estar solas."
es,Laxmi Agarwal,PER,"Activista india, Laxmi Agarwal es sobreviviente de un ataque con ácido."
es,Fundación Chhanv,PER,Ha hecho campañas como Stop Acid Attacks y fundó la ONG Fundación Chhanv para ayudar a las víctimas a rehabilitarse y elevar sus voces.
es,Protagonista,LOC,"Protagonista de desfiles de moda y campañas de belleza, trabajó como presentadora de un programa de televisión."
es,Naeem Khan,PER,"Cuando tenía 15 años, Naeem Khan, un hombre de 32, le propuso matrimonio."
es,Ella,PER,Ella dijo que no.
es,Laxmi,PER,"Un día, cuando Laxmi esperaba el autobús, Naeeml junto a Rakhi, la novia de su hermano, le tiraron ácido en la cara."
es,Naeeml,LOC,"Un día, cuando Laxmi esperaba el autobús, Naeeml junto a Rakhi, la novia de su hermano, le tiraron ácido en la cara."
es,Rakhi,LOC,"Un día, cuando Laxmi esperaba el autobús, Naeeml junto a Rakhi, la novia de su hermano, le tiraron ácido en la cara."
es,Comenzó,LOC,Comenzó a formar distintos grupos de ayuda.
es,Brindó,PER,"Brindó espacios seguros para que las niñas que habían sufrido este tipo de violencia pudieran jugar, hacer amigas y recuperar la confianza sin temor al juicio social."
es,habían,PER,"Brindó espacios seguros para que las niñas que habían sufrido este tipo de violencia pudieran jugar, hacer amigas y recuperar la confianza sin temor al juicio social."
es,Juntó,LOC,Juntó 27 mil firmas para pedirle a los miembros de la Corte Suprema de India que crearan nuevas leyes para frenar la venta de ácido.
es,Corte Suprema de India,LOC,Juntó 27 mil firmas para pedirle a los miembros de la Corte Suprema de India que crearan nuevas leyes para frenar la venta de ácido.
es,Guddu Naeem,LOC,Guddu Naeem fue condenado a 10 años de prisión y Rakhi a 7.
es,Corte Suprema,LOC,"En 2013, la Corte Suprema determinó que era necesario restringir la venta de ácidos, compensar a las sobrevivientes, ofrecerles cuidados posteriores y facilitar su rehabilitación."
es,Recibió,PER,Recibió el Premio Internacional a las Mujeres de Coraje en 2014.
es,NDTV,ORG,Fue elegida como la india del año de NDTV y en 2018 la galardonaron con el Premio Madre Teresa.
es,Helen Fisher,PER,"Helen Fisher es antropóloga y bióloga estadounidense, investigadora del comportamiento humano en la Universidad Rutgers."
es,Universidad Rutgers,ORG,"Helen Fisher es antropóloga y bióloga estadounidense, investigadora del comportamiento humano en la Universidad Rutgers."
es,Ley,LOC,"Tras la publicación en el diario oficial, la Ley Karin ya es realidad!"
