id,country,texto,hashtags,doc_origin,source,date,manual_theme,url,notes,idioma
Chile_0030,Chile,"He aquí un espécimen de aquellas personas, sobretodo hombres, que están desesperados ante el despertar de tantas mujeres a lo largo del mundo, y que utilizan cualquier oportunidad para atacar y desbordarse de misoginia y machismo. Este señor utiliza dos términos (concubina y amante) para referirse a Irina, palabras que a lo largo de la historia se han usado de forma peyorativa para humillar y disminuir a las mujeres porque tal como dice, según él “nosotras debemos saber cual es nuestro lugar”: bien calladitas a la sombra de un hombre. Independiente de si estamos de acuerdo o no con que ocupe el cargo, en primer lugar Tomás, si ella no hubiese optado por ser “primera dama”, no tendrías por qué pedir audiencia con ella. y en segundo lugar, con mucho respeto, palabra que evidentemente no conoces, te pedimos que si en alguna ocasión vuelve a pasar por tu cabeza volver a referirte así respecto a cualquier mujer, por favor GUARDA SILENCIO.","['Chile', 'Legenda', '30']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0031,Chile,"¿Qué se sabe del impuesto rosa? Se llama impuesto rosa, al costo adicional de productos que son destinados a mujeres, pese a ser funcionalmente aptos para hombres y mujeres, por lo que su costo en producción no varía. Exigimos que esto SE ACABE. Existen estudios que han expuesto estas altísimas diferencias. Esto es VIOLENCIA SIMBÓLICA económica, y se suma a la injustificable diferencia que existe en el sistema financiero respecto a las tasas de interés entre mujeres y hombres, donde nuevamente las más perjudicadas somos nosotras. Sueldos más bajos, menores posibilidades de acceder a cargos más altos, más dificultades para trabajar debido al rol de cuidadoras, pero planes de salud más caros, tasas de interés más altas, impuestos más caros en productos solo por ser para nosotras ¿en serio? Ganamos menos, pero pagamos más. ¿Solo por ser mujeres se nos cobra de más? ¿Hasta cuándo? Y como broche de oro uno de los presidenciables quiere eliminar el ministerio de la mujer, si ya con su existencia poco avance tenemos en todas las injusticias que nos perjudican ¿qué pasará cuando se nos invisibilice aún más como sujetas de derecho? Por lo demás, el rosado NO ES UN COLOR PROPIAMENTE DE LA MUJER, los colores SON DE USO COMÚN. Basta con la segregación, calificación y ahora violenta diferencia ECONÓMICA. @sernamegchile @economiafomentoyturismo","['Chile', 'Legenda', '31']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0032,Chile,"De los mismos creadores de ”Siéntate como señorita” y “compórtate como una dama” llegó “Si andas en tus días...a nadie le interesa saber”. Cada día esta sociedad machista y misógina, nos violenta con distintos mensajes como estos, en los que este tipo de personas se cree con la autoridad de decirnos cómo actuar, qué decir, qué hacer o no, y lo peor, lo hacen de una manera indigna y humillante. Al parecer, para estos machitos como Alamiro Salazar, estas formas de referirse a las mujeres son correctas. Es inaceptable que un organismo del Estado nos vulnere de esta forma. Es vergonzoso que se sigan perpetuando estas conductas sexistas desde entidades gubernamentales. Alamiro, se llama MENSTRUACIÓN y es algo completamente natural. JAMÁS es motivo de vergüenza, ni algo que debamos callar las personas menstruantes. Lo único que hay que callar y censurar son pensamientos ignorantes y cavernícolas como el tuyo. Exigimos que se tomen medidas al respecto desde el @mop_cl y que el @sernamegchile se pronuncie al respecto. #bastademachismo","['#bastademachismo', 'Chile', 'Legenda', '32']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0033,Chile,"Cuando llega el verano, nos invaden publicaciones que “invitan"" a tener un cuerpo ""mejor"" del que ya tenemos. Lamentablemente, esos mensajes muchas veces provocan un sentimiento de culpa, emociones y sensaciones de insatisfacción, frustración y vergüenza, entre tantas otras. Esto puede llevarnos a realizar acciones que pueden ser dañinos en pro de calzar en una “idea” o “imagen” de lo que es un cuerpo ideal: dietas extremas, fajas... Además de todo, publicidades como estas están dirigidas, en su mayoría, a nosotras las mujeres, a quienes se nos impone la necesidad de cumplir con ese cuerpo descrito como ""perfecto"", omitiendo la realidad de cada una. Titulares erróneos, publicidad sexista y llena de exigencias sociales que aún no se replantean. No es “operación verano” como si se tratara de una batalla que debemos librar contra nosotras mismas, contra nuestro cuerpo. Deberíamos centrarnos en tener una relación positiva con nuestro cuerpo, mantenernos saludables siempre, no únicamente en verano para calzar en cánones determinados. ¿Has recibido correos así?","['Chile', 'Legenda', '33']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0034,Chile,"El 10 de septiembre es el Día Mundial para la Prevención del Suicidio, organizado por la Asociación Internacional para la Prevención del Suicidio (IASP), copatrocinada por la OMS. Su objetivo es demostrar que estos actos se pueden prevenir. Cada año, el suicidio se encuentra entre las 20 principales causas de muerte a nivel mundial para personas de todas las edades. Es responsable de más de 800.000 muertes, lo que equivale a un suicidio cada 40 segundos. ¡Prevenir el suicidio con frecuencia es posible y eres un elemento clave en su prevención! Puedes marcar la diferencia: como miembro de la sociedad, como familia, como integrante de un vecindario, como amiga, colega, etc. Hay muchas cosas que puedes hacer todos los días para prevenir la conducta suicida. Puedes concienciarte sobre el tema, formarte y conversar con los demás sobre las causas del suicidio y sus señales de alerta, mostrar compasión y cuidado a quienes se encuentran en peligro en su círculo cercano, cuestionar el estigma asociado con el suicidio, la conducta suicida y los problemas de salud mental e incluso puedes compartir tus propias experiencias. Si tienes datos de fundaciones y/o organizaciones que trabajen en la prevención del suicidio, déjalos en los comentarios","['Chile', 'Legenda', '34']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0035,Chile,"25N En este día queremos hablar de la importancia de reconocer los distintos tipos de violencias y nombrarlos para identificarlos. Tambien queremos hacer enfasis en que las violencias son interseccionales y que muchas veces estan entrelazadas y responden algo mas estructural. Como Rebelión del cuerpo estamos comprometidas luchando #encontra de la violencia hacia las mujeres todo el año, tenemos como objetivo visibilizar la violencia simbólica, esa violencia que es casi invisible, que recibimos a diario y de manera constante, que parece inofensiva pero que opera de una manera silenciosa metiendose en nuestro inconciete y ayudando a que todas las otras violencias sean normalizadas.","['#encontra', 'Chile', 'Legenda', '35']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0036,Chile,"LO PERSONAL ES POLÍTICO. NO ERES LA ÚNICA QUE FUE EDUCADA PARA CALZAR EN ESTA CONSTRUCCIÓN SOCIAL DE PERFECCIÓN 💛🖤 TU CUERPO DEBE DEJAR DE SER EL ESPACIO DE BATALLA... NO LE DEMOS MÁS PODER A LA INDUSTRIA DE LA INSEGURIDAD. . #Repost @rayenvrr with @get_repost ・・・ Que no importa las mil y una críticas que recibas, yo sé lo qué eres y porqué lo eres. Que yo te acepto y te respeto. Que te considero una mujer espectacular, despeinada por la mañana o sudada por la tarde. Que yo acepto cada estría y cada cicatriz de tu cuerpo, porque así estás perfecta. Que yo te daré el valor que nadie más podrá darte. Que aunque las personas sean pasajeras yo seré permamente. Que te prometo que te amaré hasta que me muera, y te amaré a ti antes de amar a otros. [Repite cada mañana frente al espejo] #amorpropio #autoestima #constancia #perseverancia #micuerpo #mirealidad #meamo #meamoynomeimporta #puroamor #goodvibes #feminismo #libertad #potd #cuerpa #micuerpo #meencanta #lopersonalespolitico","['#meamo', '#Repost', '#meencanta', '#micuerpo', '#potd', '#perseverancia', 'Chile', '#mirealidad', '#autoestima', '#goodvibes', '#lopersonalespolitico', '#puroamor', '36', '#meamoynomeimporta', '#cuerpa', '#amorpropio', '#libertad', '#constancia', '#feminismo', 'Legenda']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0037,Chile,"Culturalmente se nos inculca un único tipo de amor: el amor romántico. Este modelo nos dice cómo tenemos que querer, cómo tenemos que sentirnos, cómo tenemos que comportarnos y, por ende, cuáles son las expectativas que tenemos que tener de cómo deberían querernos también. El amor romántico pone el amor de pareja en el primer lugar de la jerarquía, planteando la idea de la media mitad. La dependencia emocional se viste de romanticismo para decirnos que estamos incompletas si no tenemos una pareja y que no conoceremos la verdadera felicidad hasta que la encontremos. El amor romántico es monógamo, solo podemos y debemos querer a una persona. Y esa persona debe solamente querernos de vuelta. Conductas posesivas aparecen como demostraciones de amor, los celos y el adueñarse de la otra persona son formas de “mostrar que realmente te importa”. El amor romántico es mágico y ocurre en un instante. El amor a primera vista se nos vende como una señal de amor verdadero, en vez de como una idealización de otra persona basada simplemente en las expectativas que le proyectamos. El amor romántico es para siempre. No importa si implica pasarte a llevar a ti misma, porque el amor debe ser incondicional. Todas estas creencias han sido perpetuadas por nuestra cultura y la música es un reflejo de eso. Por eso hoy las invitamos a mirar críticamente las canciones de amor, ¿qué cambios le harían al amor que nos venden las canciones? Toma una captura a una letra de canción que consideres que perpetúe el amor romántico, corrígela y etiquétanos para que hoy juntas construyamos otras formas de amar 💜 (puedes ocupar la canción que quieras, desliza para encontrar unos ejemplos). #14febrero #diadelamor","['#diadelamor', '37', 'Chile', 'Legenda', '#14febrero']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0038,Chile,"En el año 2019 realizamos la encuesta “Amor y relaciones de pareja” con el objetivo de conocer las creencias y expectativas que existen en torno al amor y a las relaciones de pareja. Para ello, convocamos por redes sociales para responder la encuesta de manera online, en la que participaron un total de 2881 mujeres mayores de 14 años, y cuyos resultados podemos ver en este post. Queríamos saber cómo impacta en nosotras lo que por generaciones se ha ido construyendo en relación al amor y a cómo ser pareja en una relación amorosa: desde las canciones que escuchamos, los dibujos animados que vimos mientras crecíamos, las telenovelas y películas, donde abundan frases que romantizan la idea del sufrimiento y devoción como la célebre ""El amor todo lo puede y todo lo soporta"", la cual peligrosamente puede llevarnos a situaciones de dependencia emocional que implica soportar algunos tipos de violencia, ya que se normalizan conductas dañinas desde y hacia la pareja. Por ello, es necesario develar los “mitos del amor romántico”, los cuales se sustentan en una ideología patriarcal que subordina a las mujeres a un rol pasivo, donde se nos muestra como personas que esperan a un otro que nos “complete”, nos entregue protección a cambio de abnegación o que debemos soportar todo a cambio de no estar solas. Asimismo, normalizan los celos como muestra de amor, cuando en realidad no es más que control y posesión sobre otra persona, lo que consolida la idea de que amor y maltrato son compatibles. Hoy, en la previa del #14DeFebrero, cuando mundialmente se celebra el “día de los enamorados”, queremos compartir estos resultados para desprivatizar las experiencias y empezar a deconstruir las enseñanzas que el patriarcado ha dejado en nosotras, para empezar a conocernos mejor, querernos mejor, querer a un otre mejor y por sobre todo, saber cómo un otre debe quererme mejor. ¿Qué opinas sobre estos resultados? Te leemos 🙌🏼","['38', 'Chile', 'Legenda', '#14DeFebrero']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0039,Chile,"A veces los medios nos dejan con una sensación agridulce. Mientras, por un lado, se visibiliza el trabajo de Paula Navarro, una mujer que está haciendo historia en el fútbol chileno por su trabajo como DT, por otro lado aparecen preguntas que siguen dejando en evidencia el trato diferente cuando se habla de hombres o de mujeres. Tal como responde Paula Navarro, este tipo de preguntas no se las realizan a entrenadores de grupos masculinos. ¿Por qué al hablar de equipos femeninos sí es tema? ¿Por qué cuando se habla de mujeres se sienten con la libertad de pasar esa barrera a lo privado? Ahondemos más profundo: ¿qué pretende @laterceracom buscar con esta pregunta? ¿Estereotipar a las jugadoras de futbol? ¿Cuestionar su trabajo de acuerdo a su orientación sexual? Y es que ¿qué importa si hay jugadoras lesbianas? ¿Es relevante la orientación sexual a la hora de jugar? (¿O para cualquier trabajo o rol que cumplas en la sociedad?) Este tipo de preguntas demuestran aún la diferencia de género y la violencia simbólica que se vive en los diferentes ámbitos, sobre todo en áreas donde no están acostumbrados a ver a mujeres resaltar y se cree que son solo espacios para hombres. Están equivocados. Los espacios se abren y amplían y cada vez más levantamos la voz, así como Paula, para mostrar esas diferencias: ""los hombres tienen vozarrón y no les dicen histéricas o ridículas”, ¿por qué? ¡Basta! Seguiremos denunciando este tipo de diferencias, hasta que logremos equiparar la cancha, tanto en el fútbol, como en la sociedad y los medios de comunicación.","['39', 'Chile', 'Legenda']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0040,Chile,"Tras la publicación en el diario oficial, la Ley Karin ya es realidad! Esta ley viene a aportar en la disminución de la brecha de de género poniendo en foco la prevención y sanción del acoso sexual, laboral y violencia en el trabajo. Aún asi creemos que falta mucho por avanzar en materia legislativa en violencia por razones de género. Llamamos a las autoridades a seguir trabajando en las propuestas y leyes que contribuyan a la equidad y dignidad de las personas en nuestro país. ¿Qué piensas de estos avances para evitar el acoso en lugares de trabajo? ¿Crees qué es suficiente para disminuir situaciones de acoso?","['Chile', 'Legenda', '40']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0041,Chile,"¡ALERTA DE VIOLENCIA POLÍTICA! Condenamos el intento de la derecha por desacreditar a Carolina Arredondo, nueva Ministra de la Cultura, las Artes y el Patrimonio, en base a cuestiones que corresponden a su ejercicio profesional. Esto es clara expresión de que no tienen argumentos para atacarla, cayendo en un acto de discriminación contra las mujeres, específicamente de Violencia Política contra una mujer, mediante la objetización, cosificación y sexualización de su corporalidad en contexto de su trabajo como actriz. Cuando un sector político ataca a una mujer que ocupa un cargo público aludiendo a razones de la vida personal, cargada de prejuicios y estereotipos con el único objetivo de desmoralizar, desmerecer, desacreditar y amedrentar, se trata de misoginia y Violencia Política hacia las mujeres por razones de género. Este tipo de violencia intenta expulsar o mantener fuera a las mujeres de espacios de toma de decisiones para restaurar y sostener un orden patriarcal regresivo. Se debe quitar todo piso y tribuna a proyectos de derecha y sectores conservadores que levantan tales grados de misoginia y violencia, sin medias tintas. Una gran parte de la opinión pública lo ha sancionado, pero su sector no. Toda nuestra solidaridad con la nueva Ministra Carolina Arredondo, porque su carrera la sostiene con profunda legitimidad y porque no tiene importancia de quién sea hija. Y extendemos nuestro compromiso irrestricto con la erradicación de todas las formas de violencia y apoyo a todas las mujeres que cotidianamente sufren violencia política. La Violencia Política por razón de género contra una mujer, es un ejercicio de violencia contra todas nosotras.","['Chile', 'Legenda', '41']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0042,Chile,"Hace unos días les preguntamos cómo ha sido la relación que han tenido con sus figuras paternas y nos llenó de emoción ver la cantidad de respuestas diversas y sinceras que todas nos mandaron. Gracias a estas respuestas pudimos tener una pequeña radiografía del tipo de vínculo afectivo que existe actualmente en nuestra comunidad con sus papás, que nos hace pensar que, si bien hay muchas que tienen una relación sana, hay otros que aún enrostran un camino que queremos ayudar a construir basados en la equidad, la educación sin machismos y sin sexismos. Hoy se celebra el día del padre en Chile, y como Rebelión del Cuerpo sabemos que la figura paterna tiene una influencia importante en la formación de los hijes. Como feministas tenemos la convicción de que los hombres tienen que hacerse cargo de su rol desde la responsabilidad afectiva, la coparentalidad y el cuidado respetuoso y presente con sus niñes. Para nosotras es esencial que los padres eduquen desde el feminismo, es decir, que no fomentan el machismo, la superioridad de género ni los miedos en mujeres para desarrollar todos sus intereses. No olvidemos que los hombres que se deconstruyen logran educar mujeres valientes, libres y seguras y a niños sin miedo de conectarse y expresar sus emociones libremente. Feliz día a todos los padres que están presentes en la formación de sus hijes. #diadelpadre","['Chile', 'Legenda', '#diadelpadre', '42']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0043,Chile,"Los estereotipos y roles de género están presentes en TODOS los ámbitos de la vida de una mujer impuestos por la sociedad. No queremos que más niñas crezcan pensando que hay solo un tipo de carrera o profesiones a las que pueden optar. Perpetuar los roles de género solo limita los sueños y posibilidades de nuestras niñas y mujeres. La construcción es, como muchos, un rubro que está considerado solo para hombres porque es trabajo físico, acá tenemos el ejemplo de que esta idea además de ser muy sesgada y discriminatoria, es irreal. Muchas mujeres se desempeñan en construcción en tareas físicas, ingenieriles, de arquitectura, carpinterías, etc y llevan años haciéndolo. Esto demuestra que el estereotipo es totalmente errado y que solo haciendo esto consciente y cuestionando TODO, podemos deconstruir para construir desde la equidad. @mujeres_deconstruyendo_iqq","['Chile', 'Legenda', '43']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0044,Chile,"La brecha salarial es violencia simbólica y violencia económica Claudia Goldin, docente e investigadora ganadora del Premio Nobel de Economía, es una precursora en el análisis de la brecha salarial de género. Sus estudios son muy importantes para detectar por qué la brecha salarial entre hombres y mujeres continúa siendo tan amplia, y entrega algunas claves de cómo las empresas o instituciones podrían abordarla. Sus investigaciones han examinado más de 200 años de historia encontrando los factores que afectan la generación de empleo y nivel de salarios. Demostrando que desde los primeros inicios de la mujer en ámbitos laborales, su tiempo se vio dividido entre los cuidados domésticos y el trabajo. Su trabajo también apunta a que esta desigualdad entre hombres y mujeres se debe a la asignación del trabajo al interior del hogar y la posibilidad de sortear las dificultades asociadas a conciliar el trabajo remunerado y la familia. Aunque aún falta mucho camino para recorrer en temas de igualdad salarial, es importante este reconocimiento, ya que sirve como una hoja de ruta para navegar hacia una economía más inclusiva.","['Chile', 'Legenda', '44']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0045,Chile,"Este 25 de noviembre es el Día Internacional de la Eliminación de la violencia contra la mujer, y nos reuniremos para marchar juntas. En Santiago, la convocatoria es a las 18:00 horas en Plaza Dignidad. También te dejamos información de las convocatorias de @rebeldesdeatacama y @rebeldesbiobio 🖤💛 Si estás organizando una manifestación o tienes información de otras convocatorias, etiquétanos en tus historias para compartir la información y hacer de este día un momento para unirnos a lo largo de todo el país 💜 Estamos juntas y más unidas que nunca. Unidas contra la violencia que aún vivimos a diario y unidas para lograr los cambios que necesitamos. Porque, cuando estamos juntas, nada ni nadie nos para. #LRDC #25N","['45', '#25N', 'Chile', 'Legenda', '#LRDC']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0046,Chile,"Hoy fue un 8M histórico en nuestro país, donde millones de mujeres se juntaron a marchar por todo Chile ✊🏻. Hoy conmemoramos la lucha de muchas, y tenemos que salir a la calle en todas partes del mundo a protestar por nuestros derechos, a exigir igualdad de condiciones, de oportunidades, de pago, de DERECHOS. Y no derechos extra, sino DERECHOS BÁSICOS. Parece mentira que en el 2020, cuando el mundo, la tecnología, la ciencia, han avanzado tanto, aún no avancemos en temas básicos como la igualdad y equidad de género. Que nos sigan matando, violando, abusando, pagando menos y que además nos culpen por eso. Que aún tengamos que hacer la pega doble (trabajo + casa), donde aún nos digan cómo tenemos que ser, cómo vestir. Esto recién empieza, porque si las sociedades alrededor del mundo no han sido capaces de respetarnos, lo vamos a hacer por nuestra cuenta. Las mujeres salimos a la calle a decirle al mundo que no vamos a parar hasta que EL FEMINISMO SE HAGA COSTUMBRE. 💛🖤 #8m #sororidad #feminismo Las fotos son de la marcha en Santiago - Valparaíso - Talca - Copiapó - Linares - Rancagua - Antofagasta - Valdivia y La Serena 💛🖤","['#feminismo', '#sororidad', '#8m', '46', 'Chile', 'Legenda']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0047,Chile,"Cuando hablamos de la sororidad como una herramienta de lucha es a esto a lo que nos referimos. Por una parte, mujeres que usan su voz y su poder para visibilizar a otras y empatizar con luchas colectivas. Por otra parte, mujeres que se atreven a denunciar y contar su historia y se acompañan en el dolor para lograr cambios. El lunes vivimos una jornada histórica en el Festival de Viña, donde tres mujeres maravillosas y poderosas, cada una desde su estilo nos mostraron sobre el escenario que la sororidad es el camino. Evidenciaron que las mujeres de hoy ya no buscamos competencia, somos unidad, compañerismo y colaboración. El mismo día se conoció el veredicto del juicio en contra de Harvey Weinstein, donde al fin hubo una victoria para el movimiento #MeToo. Aunque sólo fue considerado culpable de 2 de los delitos sexuales por los que ha sido acusado, Weinstein deberá ir a prisión; y a sus 67 años, arriesga entre 5 y 25 años de cárcel. El movimiento #MeToo comenzó el año 2017, cuando más de 80 mujeres, entre ellas Angelina Jolie y Gwyneth Paltrow, acusaron de ataques sexuales a Weinstein. A raíz de estas denuncias comenzó una cadena de millones de mujeres de todo el mundo que se atrevieron al fin a contar su verdad, y gracias a ellas, descubrimos que no éramos las únicas, que no estábamos y nunca más estaremos solas y que entre nosotras sí nos creemos. Gracias a todas las mujeres que dan la pelea, gracias por sacar la voz por las que no pueden. Gracias, porque luchando estamos logrando avances. Lograremos un futuro feminista, porque lucharemos hasta que la sororidad se haga costumbre ✊🏻💜. #sororidad #feminismo #mujeres #festivaldeviña","['#festivaldeviña', '#feminismo', '#MeToo', '#sororidad', '#mujeres', '47', 'Chile', 'Legenda']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0048,Chile,"¡Prepárate para la previa rebelde 8M! Este sábado 2 de marzo les invitamos a una jornada centrada en el cuidado mutuo para recargar energías y prepararnos para el 8 de marzo. En esta jornada nos estarán acompañando junto a charlas, un conversatorio y stand informativos las siguientes agrupaciones (11.15-12.45 hrs): @ginecologas_chile asociación que trabaja por la promoción del enfoque de género en la obstetricia y ginecología. @revolucionciclistafem agrupación de mujeres ciclistas que desde 2019 se organiza con el objetivo de incentivar y democratizar el uso de la bicicleta en mujeres y disidencias. @soyalmadenegra plataforma intercultural, colaborativa, de Bienestar Creativo, amor propio, autenticidad. @cidemchile centro de Terapia, estudios, supervisión clínica y formación en psicoterapia con perspectiva de género. Tendremos los siguientes talleres (12.50-14.30 hrs): Taller de Autocuidado: espacio de autocuidado, reflexión y calma a través del reconocimiento del sistema de regulación y la expresión artística del collage (Lugar: Auditorio) Taller de Lecturas feministas del Sur: Conocer y conversar sobre autoras del sur global contemporáneas cuya obra está atravesada por el feminismo (Lugar: Sala 2) Esta es una instancia gratuita para mujeres y personas no binarias, separatista y transincluyente. Para participar inscríbete en el link de la bio! ¡Cupos limitados!","['Chile', 'Legenda', '48']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0049,Chile,"#CitasMujeresBacanas Ser una mujer bacana es creer en la libertad de elegir la vida que imaginas. Aquí en palabras de la pensadora y filósofa francesa Simone de Beauvoir. Autora de El Segundo Sexo (1949), la escritora es un referente fundamental del feminismo moderno e inspiración para las mujeres y el cuestionamiento de su rol en la sociedad. [Ilustración de @sonia_pulido_illustration para el Libro Mujeres Bacanas] #archivobacanas #simonedebeauvoir #libromujeresbacanas #simonedebeauvoirquotes","['#CitasMujeresBacanas', '#libromujeresbacanas', '#archivobacanas', '49', '#simonedebeauvoir', 'Chile', 'Legenda', '#simonedebeauvoirquotes']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0050,Chile,"Fue una de las fundadoras de la Asociación Nacional para el Progreso de las Personas de Color y parte del movimiento sufragista estadounidense. Ida B. Wells dedicó su vida a la defensa de los derechos civiles y de la mujer. Además se encargó de documentar cientos de casos de linchamientos raciales, lo cual le valió un reconocimiento póstumo en la entrega de los premios Pulitzer de este año. Ida nació en Mississipi, hija de una pareja de ex esclavos liberados tras la Guerra de Secesión. Cuando tenía catorce años sus padres y uno de sus hermanos murieron de fiebre amarilla y ella entró a trabajar como profesora en un colegio para niños afrodescendientes. En 1880 Wells se trasladó a Memphis y ahí adquirió conocimiento público tras liderar una campaña en contra de la segregación racial en el ferrocarril, luego de que fuera forzada a ceder su asiento a un hombre blanco. Contrató un abogado para demandar a la compañía de ferrocarril y ganó el caso en el tribunal local, pero luego la compañía apeló en la Corte Suprema de Tennessee y la sentencia fue anulada. Luego, durante unas manifestaciones a favor del voto femenino se negó a marchar más atrás por ser de color. En 1889 empezó a ser copropietaria y redactora de Free Speech, un periódico en contra de la segregación. En 1892 publicó un artículo denunciando el linchamiento de tres amigos empresarios afrodescendientes por parte de su competencia. Wells entonces trasladó su residencia a Chicago. Continuó publicando panfletos que daban cuenta de su investigaciones acerca de miles de linchamientos a personas por razones raciales. Luego de jubilarse Wells escribió su autobiografía titulada Cruzada por la justicia. En 2020, se le otorgó una mención especial póstuma de los Premios Pulitzer por ser una pionera del periodismo de investigación y un ícono de la lucha por los derechos civiles. #idabwells #mujeresbacanas #blacklivesmatter","['#mujeresbacanas', '#idabwells', '#blacklivesmatter', '50', 'Chile', 'Legenda']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0051,Chile,"Niki de Saint Phalle fue una artista, cineasta y escultora franco-americana reconocida como una de las grandes pintoras del siglo XX, por su carácter rupturista y feminista. Nacida en Francia y de padres estadounidenses, Niki tuvo una infancia marcada por los abusos paternos y por los recelos de su madre por una maternidad no deseada. En la década del 30 se trasladó a EE.UU., y a los 20 años fue modelo de Vogue y Life. De manera autodidacta y terapéutica comenzó a pintar, logrando perfeccionar su técnica y estilo, el que decidió desarrollar aún más en Paris. Al poco tiempo Niki destacaría por su carácter innovador, pues comenzaría a utilizar armas para disparar pinturas y realizar cuadros, los que serían conocidos como “Cuadros Tiroteados”. Niki formó un arte transgresor y reivindicativo que buscaba romper con las imposiciones sociales impuestas al género femenino. Fue así como realizó creaciones caracterizadas por esculturas femeninas voluptuosas y coloridas con las que ocupó el espacio público. Su serie de figuras llamadas “Las Nanas” lograron un gran renombre, destacando principalmente “Ella”, una de las esculturas más grandes de su tiempo y a la que se debía ingresar por la entrepierna para poder apreciar el interior. De Saint Phalle destacó no sólo por su trabajo bajo la perspectiva feminista, sino que también por su constante defensa hacia los derechos civiles de la población negra y la multiculturalidad presente en la sociedad. Sus últimos 20 años de carrera los dedicó para desarrollar “El jardín del Tarot” una de sus más importantes obras que cuenta con esculturas de más de 15 metros de altura en las que plasmó todo su estilo creativo. #mujeresbacanas #nikidesaintphalle","['#mujeresbacanas', '#nikidesaintphalle', '51', 'Chile', 'Legenda']",CHILE.docx,DOCX Original,,,,,Espanhol
Chile_0052,Chile,"¿Qué te gusta, qué sientes, qué opinas acerca del las relaciones sexuales y el orgasmo? La estadounidense/alemana Shere Hite, pionera de la investigación sobre la sexualidad femenina, fue la primera en hacerle estas preguntas a las mujeres. Nació en Missouri, EEUU, en la zona del ""Cinturón de la Biblia"". Hija de madre soltera, la criaron sus abuelos maternos bajo el alero de una familia cristiana fundamentalista. Aunque a los 12 años se mudó con una tía a Miami. Estudió Historia en la Universidad de Florida, luego viajó a Nueva York para doctorarse en Historia Social en Columbia. Trabajó como modelo para costear su educación. Hasta que en un encargo de máquinas de escribir Olivetti, apareció en el anuncio como secretaria sexy junto a la frase: ""Una máquina de escribir tan inteligente que ella no tiene que serlo"". Esto marcó el inició de su trayectoria como activista feminista: “Había llegado al máximo de lo que nadie puede soportar”. Miembros de la Organización Nacional de Mujeres (NOW) se concentraron afuera de las oficinas de la empresa para manifestarse. Ella se unió. Empezó a participar de las reuniones de NOW, y decidió investigar sobre la sexualidad y el orgasmo femenino. Durante cuatro años entregó cuestionarios sobre relaciones afectivas y sexuales, la masturbación y el orgasmo. De forma anónima fueron contestados por más de 3000 mujeres. Con las respuestas, en 1976 publicó “El informe Hite. Estudio de la sexualidad femenina”. Fue una verdadera revolución, que vendió millones de copias: hasta entonces nadie había puesto por escrito y tan públicamente, que las mujeres no necesitan de un hombre, por ejemplo, para llegar al orgasmo. Grupos extremistas de derecha la acusaron de odiar a los hombres. Pese a las críticas, siguió indagando sobre el tema. Escribió ""El Informe Hite sobre hombres y sexualidad masculina"" (1981) y ""Mujeres y amor: una revolución cultural en progreso"" (1987). La persecución mediática continuó, incluso la amenazaron de muerte. Emigró a Europa. Renunció a su ciudadanía estadounidense y se nacionalizó alemana; el resto de su vida la vivió en el viejo continente. #sharehite #mujeresbacanas","['#mujeresbacanas', '#sharehite', '52', 'Chile', 'Legenda']",CHILE.docx,DOCX Original,,,,,Espanhol
