país,codigo legenda,texto,idioma
Chile,*chi_cyber *legenda_26,"Ya vamos conociendo los primeros testimonios de maternidades_feministas! Sube tu foto con el hashtag, etiquétanos y abramos la conversación. En las redes_sociales y los medios_de_comunicación permanentemente se expone la maternidad bonita, los hijos limpios, los besos, los juegos callados, las madres multifuncionales, los padres amorosos y un sin fin de imágenes que configuran solo una pequeña parte de una realidad mucho más cruda. La verdad es que ser madre duele, y duele desde el momento en que te enteras del embarazo, duelen los abandonos, los juicios, las náuseas, los pies hinchados y sobre todo duele el tener que funcionar como si nada de esto sucediera. Las más privilegiadas, las que pudieron decidir su maternidad, los que contaron con una tribu amorosa y en contextos ideales también experimentan dolor. El dolor de esos partos poco respetados , de los pezones agrietados y la espaldas cansadas. Y circulamos en esa maternidad que no acaba nunca, sentenciadas de por vida a ser mujeres modelo, compasivas, constantemente amorosas, comprensivas, felices y agradecidas. No para todas los hijos son una bendición, ser mujer no es sinónimo de madre, no somos máquinas de entregar amor y no tiene nada de malo. Querida mujer, que en la condición que sea, hoy circulas este sinuoso camino de la maternidad: Ama libre, déjate caer las veces que lo necesites y no temas a ser imperfecta. Las amo foerte.",Espanhol
Chile,*chi_cyber *legenda_27,"Citas_Mujeres_Bacanas Margaret_Sanger fue una enfermera y feminista que luchó toda su vida por el control_de_la_natalidad, instaurando incluso el término como tal. Sanger consideraba que la verdadera igualdad de la mujer exigía una maternidad libre, que cada mujer pudiera decidir si deseaba tener hijos, cuándo y cuántos.",Espanhol
Chile,*chi_cyber *legenda_28,"Anna_Jarvis es quien instauró la celebración del día_de_la_madre como tradición. Ella nunca fue madre pero quiso homenajear a la suya, aunque años después protestó fuertemente por el giro comercial que tomó la fecha. La historia comienza con Ann_Reeves_Jarvis una mujer que durante la guerra_civil de EE.UU creó unos grupos de trabajos en el estado de West_Virginia con mujeres que se dedicaron a cuidar a los soldados y que reclamaban un mejor sistema_de_salud_pública. Reeves solía decir que debía existir un día de reconocimiento para las madres trabajadoras y el servicio que éstas prestan a la humanidad. 2 años después de su muerte, su hija, Anna_Jarvis, determinó lograría crear un día especial en memoria a su madre. En 1907 empezó una campaña a favor de lo que llamó Día_de_las_Madres, y durante años envió cartas a congresistas, gobernadores, celebridades y personajes importantes, sin lograr mucha atención. Para 1911 consiguió que todos los estados_de_la_Unión reconocieron el día festivo y, 3 años después, se adoptó oficialmente que el segundo domingo de mayo se conmemoraría con un día feriado un homenaje a las madres. En la medida en que la celebración del día_de_la_madre se fue masificando y tomando una connotación cada vez más comercial, sobre todo para los vendedores de flores y tarjetas, a Jarvis le empezó a molestar y comenzó entonces una campaña para boicotear esta celebración que estaba desviándose de la intención inicial. Incluso Jarvis llegó a ser arrestada por realizar protestas ruidosas contra las florerías, que aumentaban sus precios en mayo y amenazó además con demandar a muchas empresas que lucraban con la celebración. También se pronunció contra las tarjetas que venían con textos pre_impresos: Una tarjeta_impresa no significa más que se es demasiado indolente para escribirle de puño y letra a la mujer que ha hecho por uno más que nadie en el mundo. Ella y su hermana Ellsinore, usaron su herencia para hacer campaña en contra de las celebraciones comerciales del_día_de_la_madre. Jarvis consideraba que el Día_de_la_Madre era su propiedad_intelectual y legal, y no parte del dominio_público, asegura la escritora Katharine_Lane_Antolini.",Espanhol
Chile,*chi_cyber *legenda_29,"Alerta_machista. Las analogías expresadas por el diputado PDG son un peligro para la sociedad en la que habitamos, independiente del fin con el que se haya dicho y el origen histórico que tenga, estas frases van instalando, perpetuando y normalizando la cultura_de_la_violación. Es indignante, repudiable y preocupante que en el año 2023 y en el siglo 21 se sigan replicando este tipo de frases donde posicionan a la mujer, en este caso a una mujer joven, aludiendo a una “señorita, como algo posible de violar, y no solo posible, sino también como justificable. Es necesario que se le ponga un fin a la violencia_hacia_las_mujeres desde todos los ángulos. Es necesario que como sociedad exijamos a nuestras autoridades que estén a la altura que merecemos a la hora de dialogar y comunicarse. Y que por ende, cuando esto no se realice se apliquen las sanciones correspondientes y que se concientice sobre violencia_de_género y violencia_simbólica en todas sus facetas. No estamos hablando de censurar, ni de limitar la libertad de expresión pero esta termina cuando empieza la otra y tenemos que comunicar con responsabilidad, haciéndonos consientes de nuestras acciones y sus consecuencias. Si necesitas aludir a la violación de mujeres para explicar tu posición política entonces esa posicion esta muy clara. Esta frase hace un daño rotundo a nuestra sociedad, revictimiza a miles de mujeres y violenta a miles de personas; la violencia hacia_las_mujeres afecta a toda la sociedad. El machismo es una enfermedad de transmisión social y lo frenamos entre todes.",Espanhol
Chile,*chi_cyber *legenda_30,"¿Cuál es la diferencia de la terapia_feminista y una terapia sin perspectiva_de_género? Que en una psicoterapia sin perspectiva_de_género mujeres y hombres son tratados de manera individual, y los problemas personales no se llevan al terreno de lo contextual, lo social y lo político. ¿Por qué es relevante? Porque como mujeres y hombres en una sociedad_patriarcal, las enseñanzas, la socialización de género, las presiones_sociales y, básicamente, la experiencia que tiene un género y otro son de una diferencia Abismante. La necesidad de una perspectiva_de_género viene dada también por evitar seguir perpetuando mensajes de la sociedad que son sexistas, machistas y arbitrarios, que presionan socialmente a las mujeres para cumplir con ciertas normas y nos encasillan en ciertos roles que nos limitan el universo de posibilades, generan estereotipos errados, una historia única y privatizan el dolor. Cuando escuchamos a personajes diciendo que para que nos vuelva el deseo hay que hacer menos aseo, bañarse, encremarse y ponerse bonita, es no haber entendido nada. Otros consejos del tipo La clave no es tener los mismos gustos a ellos, es tener energía_masculina como ellos y así te dejan de ver como un pedazo de carne, es negar que como mujeres somos suficientes y una vez más se nos responsabiliza a nosotras por ser objetificadas. Es otra vez hacernos cambiar a nosotras, para que otros no nos miren como pedazo de carne. Es negar todo el daño que nos hace la sociedad_patriarcal y que no tiene que ver con nuestra energía, tiene que ver con la violencia_estructural hacia la mujer que nos desvaloriza tal y como somos. Este tipo de psicología_light no solo no ayuda, sino perpetúa estereotipos_de_género, privatiza el dolor y nos hace responsables, de nuevo, de todo lo que nos pasa, negando la influencia de la sociedad. Llevamos siglos luchando por dejar de ser cosificadas y sexualizadas y cuando hay profesionales de la salud_mental que promueven este tipo de cosas nos preocupa y nos parece grave porque perpetúa estereotipos_machistas y patriarcales que solo presionan a la mujer, la desvalorizan y la convierten en, literalmente, un pedazo de carne.",Espanhol
Chile,*chi_cyber *legenda_31,"No queremos dejar pasar esto. Este personaje pidió disculpas en un programa_de_farándula, que solo empeoraron su discurso aún más. Lo único de mal gusto aquí es que un docente y periodista deje en evidencia su trato violento, machista y misógino, no encontrando nada mejor que denostar a una mujer sin verguenza alguna. Es inaceptable que alguien que se jacta de sus conocimientos en los medios_de_comunicación tenga tan pocos recursos para intentar atacar a Izkia ¿No que es experto en el uso del lenguaje? Al parecer, olvidó sus amadas buenas costumbres. Estaría bueno que siguiera estudiando y aprendiera que el derecho_de_expresión no está relacionado con atacar a otras personas intentando humillarlas, ni con discursos_de_odio. Tal como la libertad de un individuo acaba donde comienza la de otro. La libertad_de_expresión tiene límites que no pueden sobrepasar la dignidad de otro ser humano, menos con palabras cargadas de misoginia. Por otra parte ¿quién se cree usted para criticar el cuerpo de otra persona? Si lo que busca y admira es la belleza hegemónica ¿desde qué trono esta juzgando? Típico de hombres tan lejanos al ideal de hombre hegemónico que con mucha personalidad vienen a evaluar los cuerpos de las mujeres. Izkia y toda mujer puede usar la ropa que se le de la gana. Y que nadie se meta a opinar sobre ello si no se les ha preguntado. Una mujer es mil cosas más, antes que su apariencia. Y esta mujer es inteligencia, valentía y grandeza. Eso es lo que personas como usted no pueden soportar. Finalmente, es lamentable que ad portas del 8_M surjan ataques como los de este personaje, que al parecer necesita menoscabar a otras personas para poder validarse dentro de un círculo, en el que las ofensas y humillaciones son parte de una broma, círculo que esperamos, sea cada vez más pequeño.",Espanhol
Chile,*chi_cyber *legenda_32,"¿Pueden los monumentos ser machistas?. La falta de representación_femenina en los monumentos, y en el espacio_público, sí representa una brecha de género. En el día_internacional_de_los_monumentos. Recordamos la importancia de la representación y la visibilización de las mujeres para crear memoria, identidad y pertenencia en nuestra historia. ¡Por más mujeres monumentales!.",Espanhol
Chile,*chi_cyber *legenda_33,"La adolescente guatemalteca Mayra_Lineth luchó contra las tradiciones de su pueblo, exigió la emancipación de su madre y padre para seguir estudiando y evitar un matrimonio con una persona que no conocía. Su familia no podía pagar ni la escuela y siguiendo las costumbres de su aldea China_Cadenas, en 2016 su padre decidió casarla con un hombre 7 años mayor que ella por dinero. Mayra tenía 10. Ella no quería un matrimonio_por_conveniencia sino que deseaba aprender. Después de la segunda vez que fueron por ella, tomó cartas en el asunto. La ONG Fundaeco, que tenía un programa_de_educación_de_niñas en su comunidad, determinó ayudarla con su demanda para independizarse y llevar su causa ante un juez. Karen_DuBois, directora del programa de la organización dedicado a las niñas, conocía de cerca su caso. En 2017, un juzgado de primera instancia de la niñez dictó la sentencia de que no podían obligarla a casarse. Ella debía continuar con sus estudios, recibir atención_psicológica y sus padres tendrían que asistir a una escuela para adultos. El magistrado consideró que estaban vulnerando sus derechos, por lo que otorgó su custodia a su abuelo paterno. Mayra se había salvado. Aunque fue criticada y ofendida por su colectivo, su madre la apoyó. Era la primera persona de China_Cadenas en terminar el colegio e ingresar a la educación_superior. Ni siquiera dominaba completamente el español. Ingresó a Ingeniería_Forestal en la universidad privada de Petén. Fundaeco la acompañó en el proceso para gestionar su beca y su permanencia en la región. Pese a la situación judicial vivida, la relación con sus parientes no se quebró. Es la mejor de la institución en Matemáticas, Física, y aspira a convertirse en protectora de la naturaleza; ayudar a otras niñas para que no tengan que dejar el colegio por falta de recursos.",Espanhol
Chile,*chi_cyber *legenda_34,"La notoria ausencia de las mujeres en China. Las mujeres representan a la mitad de la población china, pero brillan por su ausencia en las altas_esferas_del_poder. El domingo se anunció la nueva cúpula del Partido_Comunista_de_China y por primera vez en los últimos 25 años ninguna mujer formará parte del Politburó integrado ahora por 24 hombres. Sun_Chunlan, de 72 años, era la única mujer en la anterior nómina. Conocida como la Dama de Hierro, por su rol de inspección_sanitaria durante la pandemia, Chunlan se jubiló y ninguna otra representante_femenina fue designada en su lugar. El Partido_Comunista ha dirigido China durante 70 años, y en ese tiempo ninguna mujer ha sido miembro del Comité_Permanente_del_Politburó de China, el pequeño grupo de 7 personas que dirige el país. Por otra parte, en el nuevo Comité Central, parlamento del partido con 205 miembros, queda con 11 mujeres, un 4,9 del total. Y cabe recordar que las mujeres representan el 48,8 de la población china, y el 29,4 de los miembros del Partido_Comunista. Los críticos afirman que en China las mujeres están consideradas como parte de la fuerza productiva y también como madres, esposas y trabajadoras, pero no participan de cargos de poder_político, y el gobierno del presidente Xi_Jinping estaría pronunciando aún más ese sesgo machista. China ha implementado un sistema_de_cuotas desde 2001 que exige la presencia de al menos una mujer en los distintos niveles de gobierno y del partido. Pero debido a la falta de control, este sistema no es realmente respetado. Desde 1948, el Politburó del PCC sólo ha admitido a ocho mujeres.",Espanhol
Chile,*chi_cyber *legenda_35,"Indignación y profunda decepción provoca ver a Leo_Valencia una vez más jugando de titular en un nuevo Súper_Clásico, haciendo alarde así de la impunidad y del respaldo que tiene por parte de Blanco_y_Negro, del club_social, de la ANFP y de todo un sistema que permite que esto suceda. ¿Qué señal está dando una institución tan popular e importante para muchos chilenos y chilenas como Colo_Colo? ¿Cómo se sentirán todas las hinchas que han sido o están siendo víctimas de violencia_intrafamiliar en todas sus formas al ver a un abusador protegido por el silencio encubridor de quienes lo rodean? ¿Qué seguridad pueden sentir sus propias jugadoras y demás trabajadoras de esta empresa? Su silencio es cómplice, su ex pareja Valeria_Pérez ya ha mostrado pruebas suficientes para dejar en claro que dice la verdad, es más, tras la primera denuncia luego de que el mediocampista la agrediera en 2013, ocasión en que Valencia reconoció los hechos, éste fue condenado el 28 de abril de 2014 a 60 y un días de presidio menor en su grado mínimo y en esa instancia cumplió la sentencia mediante la pena sustitutiva de remisión_condicional de la pena, es decir, quedó con firma mensual durante un año. Es inaceptable ver que sus compañeros como Javier_Parraguez declaren que: Cada uno sabe lo que hace en su vida personal, y cada uno tiene que estar consciente de que es figura pública. Yo no me ando metiendo en la vida de mis compañeros. ¡Justamente por ser figuras públicas es que tienen una Responsabilidad social importantísima y no pueden bajar el perfil o ser indiferentes a situaciones tan graves como ésta! Hinchas, periodistas deportivos e incluso algunas diputadas y senadoras se han pronunciado y exigen que Colo_Colo se pronuncie y tome medidas al respecto. Nosotras como Rebelión_del_Cuerpo nos unimos a todxs ellxs y exigimos que este abusador sea separado del plantel y que la institución de señales claras contra la violencia_de_género. ¡Basta de la impunidad para las figuras del fútbol! No puede ser que porque les sirve para levantar el espectáculo escondan bajo la alfombra este tipo de delitos y tantos otros.",Espanhol
Chile,*chi_cyber *legenda_36,"Ayer la justicia silenció a la familia de Antonia_Barra, les solicitó no publicar nada que tuviera el nombre de Martín_Pradenas y su familia. Ok, Martín_Pradenas aún no ha sido declarado culpable, hablemos de hechos entonces. Este señor es acusado de la violación de Antonia, según los audios de la víctima a una amiga, él fue quien la atacó. Hay otras 6 denuncias contra él por abuso_sexual y violación, y además hay un video donde se muestra a Martín forcejeando y tocando a Antonia sin su consentimiento, un video que no da para segundas interpretaciones. Ella evidentemente no estaba en condiciones de dar su consentimiento y se encontraba en una situación de vulnerabilidad, y esa imagen demuestra que Martín_Pradenas es un abusador. Llama la atención que la Justicia actúe tan rápido y eficazmente para defender los derechos de un acusado por múltiples abusos y violaciones y tarde tanto en hacer lo mismo con las víctimas. Antonia tenía 20 años cuando decidió quitarse la vida por culpa de la violación que sufrió. Antonia optó por una salida desesperada y nos dejó. ¿Cuántos abusos, violaciones y asesinatos más necesitan para comenzar a hacer justicia real? ¿Hasta cuándo las mujeres tenemos que callarnos por miedo a esto? ¿A que no nos crean? ¿A que nos cuestionen? ¿A que los protegidos sean ellos y nosotras las acalladas?. Hacemos un llamado a no callarnos y a seguir denunciando, que no nos silencien nunca más! y exigimos a la justicia condenar a todo aquel que vulnere nuestros derechos. Sube tu foto con el texto: Frente a la censura, somos tu voz Antonia. Justicia_Para_Antonia para demostrar tu apoyo a esta causa, etiquétanos y te compartimos.",Espanhol
Chile,*chi_cyber *legenda_37,"Mucha disputa ha causado el femicidio de Norma_Vásquez, una carabinera que fue asesinada por su expareja Gary_Valenzuela, que además era su excompañero de institución. Él tenía una denuncia previa por violación en su contra, puesta por Norma, pero de todas formas el sujeto seguía en libertad y ejerciendo su labor. Norma, antes que un uniforme, con todo lo que significó para nosotras ese uniforme en pleno estallido_social, es una mujer, que fue asesinada en manos de un hombre, y exigiremos justicia por su muerte. Como Rebelión_del_Cuerpo nos preocupa que una institución que debería velar por la seguridad de la ciudadanía, no haya tomado medidas internas más drásticas ante la denuncia previa en contra del culpable de la muerte de Norma. Si no cuidó a una de sus trabajadoras ¿cómo esperamos que cuide a una mujer maltratada o que haya sido víctima de abuso o violación? ¿qué seguridad les da a las víctimas de denunciar si podrían estar amparando a un femicida? Norma fue víctima de este sistema_patriarcal, más allá del oficio que eligió ejercer, al final ni su propia institución, ni la justicia pudieron reguardar su vida.",Espanhol
Chile,*chi_cyber *legenda_38,"Kim_Hak_soon fue la primera mujer coreana en dar públicamente su testimonio sobre los horrores que sufrió mientras era una mujer_de_solaz, una esclava_sexual. Inspiradas por su coraje, otras sobrevivientes empezaron a hablar, se estima que unas 200.000 niñas y mujeres fueron llevadas a centros administrados por militares donde las esclavizaron sexualmente. Desde 2018, en Corea_del_Sur cada 14 de agosto se conmemora el Día_Nacional en memoria de las ex mujeres_de_solaz. En 1991 escuchó la noticia de que el gobierno japonés negaba haber reclutado mujeres_de_solaz. En ese momento Kim se puso en contacto con un grupo de derechos_de_las_mujeres y dijo que quería contar su verdad. Tenía tan sólo 17 años cuando fue llevada a una estación_de_confort y la convirtieron en una mujer_de_solaz, una esclava_sexual al servicio del ejército_nipón.
 Nació en Jilin, al noreste de China, donde habían emigrado su mamá y su papá huyendo del dominio_colonial japonés en Corea. Luego regresaron a Corea, a los 15 años la adoptó otra familia y la inscribió en una escuela de kisaeng donde le enseñaban a las mujeres canto, baile y poesía para que entretuvieran a hombres coreanos de clase alta.  Tras graduarse su padre adoptivo la llevó a China. Poco después los soldados japoneses la detuvieron y llevaron a una unidad_militar. Cuando intentó resistirse o huir la maltrataron. Meses después, un día en que los soldados no estaban, escapó. Tras la rendición de Japón en 1945 se instaló en Seúl. Tuvo una hija y un hijo que murieron jóvenes. Su marido también murió durante la Guerra_de_Corea. Kim empezó a hacer campañas para que el gobierno japonés asumiera su responsabilidad legal y compensara a las víctimas. A partir del año siguiente de su declaración, todos los miércoles se lleva a cabo una protesta frente a la embajada japonesa en Seúl. Pese a que en 1993 Japón emitió una disculpa y se comprometió a seguir investigando lo sucedido, Kim murió a los 73 años sin haber recibido ningún tipo de indemnización.",Espanhol
Chile,*chi_cyber *legenda_39,"La periodista japonesa Shiori_Ito se transformó en un símbolo de la violencia_sexual_contra_las_mujeres al hacer público el caso de su violación en 2017. Tras estudiar periodismo y fotografía en Nueva_York en 2013, entró como pasante en Thomson_Reuters donde conoció al prominente periodista de televisión Noriyuki_Yamaguchi, famoso por ser el biógrafo del Primer_Ministro Japonés Shinzo_Abe. Yamaguchi invitó en 2015 a Shiori a una comida para discutir un puesto de trabajo. Luego de comer y beber, Shiori se desmayó y fue arrastrada por el periodista a su pieza de hotel donde la asaltó sexualmente. Cuando despertó, seudo_inconsciente y adolorida, tenía a Yamaguchi sobre ella. Cuando en 2017 el movimiento Me_Too remeció al mundo con miles de mujeres hablando de sus experiencias de abuso y violencia_sexual, Shiro decidió denunciar lo que le había pasado.  En Japón la violencia_sexual es un tema tabú y se estima que sólo el 4 de las mujeres que han sido víctimas de violencia y abuso_sexual denuncian. Así al hacer el caso público Ito recibió mucha atención mediática y política, cuestionando la veracidad de su testimonio. Tras la investigación de los fiscales, quienes decidieron no arrestar ni perseguir legalmente a Yamaguchi debido a la falta de pruebas, Ito presentó una demanda civil por 11 millones de yenes por daños y perjuicios. Ante esto Yamaguchi, quien negó los cargos de violación, interpuso una contrademanda por 130 millones por dañar su reputación. En 2019 la corte del distrito de Tokio ordenó que Shiori recibiera 3.3 millones de yenes del acusado por daños y perjuicios, y rechazó la contrademanda interpuesta en su contra. Afuera del tribunal, sosteniendo un cartel que decía victoria, Shiori demostró la importancia de denunciar y llegar a sentencias en casos de violencia_sexual. Además de escribir un libro con su experiencia, Black_Box que recibió el premio periodístico de la Asociación_de_Prensa_Libre de Japón en 2018, su lucha legal fue retratada en el documental de la BBC Japans_Secret_Sham.",Espanhol
Chile,*chi_cyber *legenda_40,"Archivo_Bacanas Fue víctima de una violación. Lo denunció a las autoridades y fue a los servicios_de_salud. Pero Amanda_Nguyen, graduada de Harvard, empleada del Departamento_de_Estado en Washington y con miras a ser astronauta, se dio cuenta entonces que las víctimas como ella no estaban protegidas, de hecho, eran obligadas a navegar por un sistema deficiente, que las hacía revivir su ataque y sin consideraciones, explicaciones o defensa de su lado. Creó una ONG llamada Rise, que se preocupa de ayudar a las víctimas de violación a encausar sus acciones_civiles ante la Justicia. Y convenció a legisladores del Congreso de crear una nueva Ley, que entregue derechos y proteja a quienes han pasado por un crimen_sexual. La Ley_de_Derechos para los sobrevivientes de asaltos_sexuales fue firmada por Obama el año 2016. Amanda_Nguyen fue violada, y acudió a la policía. En su estado de Massachusetts se podía esperar 15 años para perseguir una demanda o acusación, pero los servicios de salud sólo guardaban el kit_de_violación, con la evidencia y muestras tomadas del crimen, por 6 meses, también se dio cuenta que 2 veces al año, el sistema le recordaría la fecha de su violación, y que debía pedir prórrogas para no destruir el material. La parte más difícil fue darme cuenta que el sistema hecho para proteger y entregar justicia estaba roto. Desde políticas insólitas, a no entregar información sobre procedimientos confusos, está todo en contra de los sobrevivientes. Yo quise cambiar eso. Así nació Rise, con profesionales de todo tipo, con sobrevivientes y voluntarios, que se movieron rápidamente para cambiar las leyes, en 2 meses, ya estaban llegando al Congreso. Y así nació este proyecto en donde se juntaron varias legislaciones de distintos estados para crear una ley que protegiera y apoyara a las víctimas. Exige que tengan acceso a ayuda psicológica_especializada, y que reciban toda la información y ayuda legal que requieran. Y así, hoy son derechos para los sobrevivientes, incluso si no han reportado el crimen a las autoridades",Espanhol
Chile,*chi_cyber *legenda_41,"Alerta_feminista antifacista, Compañeras, Que la decepción fascista no nos robe la esperanza verdevioleta. Que el miedo no nos haga olvidar el camino recorrido por todas las compañeras que han dado la vida por la lucha de nuestros derechos. Que el dolor del olvido de las heridas de Chile no nos haga flaquear los pasos, porque nos necesitamos, porque la calle no la soltaremos nunca, porque nuestras niñas nos necesitan, porque nos encontramos y porque no nos volveremos a soltar!",Espanhol
Chile,*chi_cyber *legenda_42,"En este día de reflexión y conmemoración queremos reivindicar la lucha de las mujeres que nos antecedieron y que gracias a su convicción y valentía nos llevaron a conquistar los derechos que hoy tenemos, pero que también nos inspiran a seguir peleando por los que faltan. Aún enfrentamos violencia, discriminación laboral, falta de representación, problemas de acceso a la salud y educación, brecha salarial, estimagtización, discriminación social, entre otros. Por eso, más que nunca nos vemos comprometidas a salir a la calle y manifestarnos en contra de estas y tantas injusticias. Nos vemos en la calle.",Espanhol
Chile,*chi_cyber *legenda_43,"Ayer 8M desde distintos territorios salimos a las calles miles de mujeres dispuestas a hacer todo lo que sea necesario por reivindicar nuestros derechos. Juntas como colectivo, con pena y rabia, marchamos de la mano de otras muchas compañeras, gritando y exigiendo equidad en derechos básicos y expusimos sobre la calle, una vez más, la importancia de que en la sociedad se dejen de normalizar conductas sexistas y machistas en todos los espacios. Cargamos sobre nuestros hombros con el peso de los estereotipos con los que estamos naturalmente obligada a vivir, por el simple hecho de ser mujeres. Las consecuencias de esta violencia simbólica va dejando huellas sobre nuestras personalidades y autoestima pero en nuestras compañeras y en nosotras mismas vamos encontrando, día a día, un poco de fuerza para rebelarnos y derrocarlos de nuestras vidas. Al igual que cada año, fue una jornada llena de amor y sororidad donde pudimos sacar afuera nuestra rabia y sentir que no estamos solas en esta lucha. Cada grito y cada abrazo, nos dio la fortaleza que necesitamos para seguir resistiendo juntas. No se nace feminista, nuestras historias y vivencias nos hacen feministas.",Espanhol
Chile,*chi_cyber *legenda_44,"Esta semana las mujeres iraníes se han manifestado en distintas ciudades de su país tras la muerte de Mahsa Amini, una joven de 22 años que murió la semana pasada cuando se encontraba bajo custodia de la policía moral, Gasht e Ershad, de Irán, agentes encubiertos que velan por el correcto uso de la vestimenta según el código religioso de la zona. Las imágenes que han recorrido el mundo, a pesar de los cortes sucesivos de Internet, muestran a las manifestantes coreando: Mujeres, vida, libertad. Se pueden ver fogatas, enfrentamientos con la fuerza policial, mujeres quitándose sus pañuelos de la cabeza y quemándolos, además de videos viralizados de mujeres cortándose el pelo frente a la cámara en forma de protesta. La valentía de estas iraníes de se alzar a un régimen sumamente represivo, ha sido apoyado por algunos hombres que se han unido a la causa y también por mujeres de otros países, como Turquía, donde ayer miles de personas marcharon por las calles.",Espanhol
Chile,*chi_cyber *legenda_45,"Cantante, compositora, letrista, rapera, es una de las más importantes músicas chilenas. Ana Tijoux ha llevado su estilo al reconocimiento mundial, siendo nominada en varias oportunidades a los Premios Grammy. Su discurso feminista y activista está presente en sus letras donde habla de los derechos de la mujer y contra de la violencia_de_género.",Espanhol
Chile,*chi_cyber *legenda_46,"Doctora en lingüística, escritora, poeta y activista francesa, Monique Wittig es una de las precursoras del feminismo materialista en su país. Considerada autora pionera de la teoría queer, hizo aportes fundamentales al lesbofeminismo.",Espanhol
Chile,*chi_cyber *legenda_47,"Los orígenes del Día Internacional de la Eliminación de la Violencia hacia las Mujeres se remontan a 1981, cuando militantes y activistas en favor del derecho de la mujer lanzaban sus protestas ante la violencia_de_género. El origen: la necesidad de honrar la memoria de las hermanas Mirabal, tres activistas políticas de la República Dominicana que fueron brutalmente asesinadas en 1960 por orden del gobernante dominicano, Rafael Trujillo 1930 e 1961,. Entre el 1 de enero y el 18 de noviembre de 2020 el @minmujeryeg ha registrado 35 femicidios en Chile, mientras que @mujeres.red agrega 9 casos más. 46 femicidios. 46 mujeres han muerto en manos de sus parejas o ex parejas por una razón: ser mujeres. Además, a septiembre de este año @onumujeres reveló que a nivel mundial 243 millones de mujeres entre los 15 y 49 años ha sido objeto de violencia sexual y/o física por parte de su pareja en los últimos 12 meses. La OMS indicó este año que, a nivel mundial, 1 de cada 3 mujeres ha experimentado violencia física y/o sexual por parte de su pareja o por parte de cualquier perpetrador a lo largo de su vida. Además, desde la OMS comentan que estos casos incrementan en contextos de emergencia, incluida las pandemias. Es por esto que este año más que nunca se hace importante visibilizar que las mujeres sufrimos violencia de todo tipo por el solo hecho de ser mujeres y que esta violencia se sustenta en una estructura social patriarcal que posiciona a las mujeres como seres inferiores, que socializa a hombres y mujeres de manera diferente, donde las expectativas de control sobre las mujeres son legitimadas y donde el machismo diario también está legitimado. Todos estos factores son el caldo de cultivo para la violencia contra las mujeres. Por eso el cambio debe ser social y político, un cambio en las estructuras más profundas de nuestra sociedad que están impregnadas de machismo y desigualdad. ¡Basta de ser violentadas a diario por el hecho de ser mujeres! El futuro es feminista y es la única forma posible de que las mujeres podamos vivir en paz.",Espanhol
Chile,*chi_cyber *legenda_48,"Como feministas siempre  vamos a condenar el machismo, siempre vamos a creerle a las sobrevivientes y siempre vamos a apoyar y respetar la decisión de nuestras compañeras respecto a como quieren hacer sus procesos de reparación; si no quieren ser expuestas, no las expondremos, si no quieren hablar, no les pediremos hacerlo. Y a la vez, como activistas feministas tenemos la misión de luchar para asegurarnos de instalar una agenda feminista que levante y garantice nuestros derechos. Estamos en un escenario en el que o retrocedemos todo lo avanzado o instalamos agenda, diálogo y avanzamos para garantizar nuestros derechos. Tras reunión de reflexión nacional, como Colectiva Feminista Rebelión del Cuerpo Chile adherimos a la lista Apruebo Dignidad y damos nuestro apoyo al candidato Gabriel Boric el 19 de Diciembre. Apoyamos un programa político, a un equipo de trabajo compuesto por muchas compañeras feministas, a un conjunto de ideas y propuestas que representan y dan cabida a nuestra lucha, y no sólo cabida, la toma, la levanta y la visibiliza como prioritaria. Por nuestras niñas, por las que estamos, por las que buscan justicia, por las que ya no están, por las disidencias, por todas, apoyamos el programa de apruebo dignidad representado por gabriel boric.",Espanhol
