País;Codigo Legenda;Texto
Brasil;*Bra_cyber *legenda_45;Eles acham que as medidas de combate ao machismo são privilégios de mulheres. Citam a Lei_Maria_da_Penha, a Lei_do_Feminicídio, a delegacia_da_mulher como privilégios de mulheres, ignorando o fato de que foram medidas importantes do combate_à_violência que mulheres sofrem dentro de casa, em geral de parceiros.
Brasil;*Bra_cyber *legenda_46;Concorda? Acrescentaria algo? Uma ideia legislativa pra criminalização da misoginia está em votação no site e_cidadania, o link está nos stories. Mais pautas sugeridas nos comentários combate à misoginia_médica, violência_obstétrica e violência_ginecológica. Creches e escolas de qualidade com atividades no período da tarde. Licença_menstrual. Responsabilizar sites_pornô do material que é subido pra eles, pois existem estupros reais sendo publicados, e eles demoram a analisar e remover. Criminalização de músicas e propagandas que erotizam crianças. treinamento de profissionais da saúde pra atenderem gestantes em trabalho_de_parto sem que aconteça violência_obstétrica. que parem de separar produtos em de homem e de mulher (onde o de mulher é sempre mais caro sem motivo).
Brasil;*Bra_cyber *legenda_47;Existe uma linha muito tênue quando falamos em autocuidado. Muitas pessoas relacionam a uma máscara hidratante, comprar maquiagem, rodela de pepinos no olhos. E bom, essas não são as melhores representações de autocuidado.O termo tem um sentido muito mais denso. Autocuidado não é sobre se satisfazer momentaneamente, mas se conhecer profundamente e se oferecer o que se precisa que traga benefícios a médio e longo prazo. Vai muito além do que a publicidade te vende sobre aparência, estética, beleza. Autocuidado não é um conceito superficial e fúti Autocuidado é um processo. Uma jornada de aprendizagem árdua.Tem a ver com estabelecer limites, buscar ajuda, criar redes de apoio, saber dizer NÃO, e numa cultura_patriarcal como a nossa esse é um exercício que demanda tempo. Evocando novamente Audre Lorde: Nós temos que descobrir como sobreviver em um sistema que decide que a vida, para algumas, exige a morte e a exclusão de outras. Muitas vezes sobreviver em um sistema é sobreviver ao sistema. Temos que ser criativas. Quando Lorde fala em algumas de nós, é sobre a importância de fazermos recortes, sobre uma discussão intereseccionais.Quanto mais excluída do sistema é uma mulher, mais o autocuidado se torna uma estratégia de resistência_feminista.
Brasil;*Bra_cyber *legenda_48;A vitória nestas eleições representa um passo à frente para nós mulheres, mas essa luta não está nem perto do fim! O que nós buscamos vai de encontro ao sistema_patriarcal, e este não se finda tão fácil, está enraizado e institucionalizado em todos os segmentos sociais. Continuaremos nos posicionando, debatendo nossas pautas, cobrando dos nossos aliados, investindo em nossas demandas, e principalmente fazendo oposição às forças reacionárias que continuam em crescimento em nossa política!Por todas as mulheres, continuaremos!
Brasil;*Bra_cyber *legenda_49;As mulheres negras são a base da pirâmide social, mas não aguentam mais esse peso. A sociedade vai precisar se mexer. Nesse vídeo importantíssimo do Canal Preto, 2019  Angela Davis e Vilma Reis, alertam sobre a necessidade das políticas públicas do País e do mundo darem atenção às pautas das mulheres negras. Elas contam sobre a trajetória do movimento negro de mulheres para frear a narrativa histórica de desumanidade das mulheres negras.
Brasil;*Bra_cyber *legenda_50;Antifeministas dizem que o feminismo nunca conquistou nada pelas mulheres, então fiz um compilado com todas as conquistas de direitos das mulheres. Muitas mulheres tiveram que lutar por esses direitos. E ainda temos caminho pela frente.
Brasil;*Bra_cyber *legenda_51;O problema é que, para as mulheres, ser legal geralmente significa suportar coisas que nós nunca deveríamos ter que suportar. Quantas vezes um estranho sentou desconfortavelmente perto de mim no ônibus e me encarou de cima a baixo, e eu ainda tive medo de só levantar e sair, a fim de não o ofender?Nós sorrimos quando somos assediadas na rua ou recebemos cantadas de idiotas. Nós rimos de piadas sexistas. Nós aprendemos que quando temos opiniões fortes, seremos chamadas de vadias e, se ficarmos com raiva, nos chamarão de histéricas. Quando falamos o que queremos, dizem que estamos sendo agressivas.Parte do aprendizado de como agir como uma mocinha é sobre aprender a sorrir educadamente quando alguém está sendo cruel. Feminilidade há muito vem sido associada à ser passiva e dócil. Homens lutam, mulheres riem e fumam silenciosamente.
Brasil;*Bra_cyber *legenda_52;Se tem uma coisa que você não pode ser como mulher é neutra, afinal, essa neutralidade nem existe é só uma mentira inventada pra que você colabore e não questione a realidade que te faz sofrer. Por @janarambow. Ser mulher é constantemente se posicionar, é ter um corpo que é político. E quando você entende o poder que mulheres juntas com o propósito de confrontar a instituição patriarcal podem ter, isso te faz ainda maior.
Brasil;*Bra_cyber *legenda_53;Já fui assim, e você? Eu consegui me livrar disso depois de muita terapia onde fui melhorando minha autoestima, e percebendo o erro de pensar que é possível agradar a todos, e de que sendo assim as pessoas vão sempre nos amar. Além disso não ser verdade, se coloca o amor dos outros acima do amor próprio. Recomendo ver os reels que tenho sobre esse tema.
Brasil;*Bra_cyber *legenda_54;E porque você está preocupada em desagradar uma pessoa que não te respeita? Com medo de ferir os sentimentos de quem demonstra não ter consideração pelos seus? praTodosVerem no vídeo começo do lado direito com um vestido branco e faixa rosa no cabelo, e minha interlocutora sou eu do lado esquerdo com vestido preto e faixa amarela no cabelo.
Brasil;*Bra_cyber *legenda_55;As pessoas querem culpar a vítima por isso dar algum tipo de conforto pra quem escuta a história do abuso, como se ela tivesse controle sobre as violências que pode sofrer. É a falácia do mundo justo, que consiste em pensar que coisas boas acontecem com pessoas boas, e coisas ruins acontecem com pessoas ruins. Falácia é um raciocínio que parece lógico mas é enganoso. Usando essa crença, a pessoa acha que se for boa, e tomar cuidado, estará sempre imune a sofrer abusos. O que não é verdade, já que qualquer pessoa pode sofrer violência: pessoas boas e pessoas ruins, e as que tomam cuidado e as que não tomam, até porque é comum a violência vir de pessoas conhecidas, em quem confiamos. Por isso temos que responsabilizar agressores e prevenir que pessoas se tornem abusadores, ensinando sobre consentimento e combatendo a cultura de estupro. Cultura de estupro é justificar, legitimar, relativizar, banalizar, glamurizar, ou mesmo que sem intenção, levar a violência sexual. Este post é parte do meu próximo livro, onde explico cultura de estupro com muitos exemplos.Quer ver meus outros posts sobre esse tema?
Brasil;*Bra_cyber *legenda_56;Nos definir para nós mesmas para que não sejamos esmagadas pelas expectativas e julgamentos dos outros, da sociedade. arquivosinspira  Audre Geraldine Lorde Audre Lorde, foi uma grande pensadora e escritora, feminista negra e lésbica, filha de imigrantes caribenhos e uma grandes defensoras dos direitos humanos. Sua posição sempre foi pautada na interseccionalidade. Eu sou definida como a outra em todos os grupos de que participo. A forasteira, tanto pela força como pelo fraqueza.
Brasil;*Bra_cyber *legenda_57;A sensação de que você está levando uma sequência de socos no estômago, de dentro para fora, pode ser difícil de explicar,  especialmente para os homens. Não é novidade pra ninguém que cólicas menstruais podem ser infernais e, apesar de algumas mulheres não terem TPM intensa, grande parte lida com uma série de sintomas que exigem repouso e cuidados (mas quem consegue se dar esse luxo?). Recentemente, a ciência trouxe um parecer sobre as dores menstruais: o professor de saúde reprodutiva John Guillebaud, da UCL (University_College_London), relatou que as cólicas intensas podem ser tão dolorosas quando um ataque cardíaco. A comediante Sasheer Zamata (@thesheertruth) usou o humor para praticamente desenhar como é nociva essa ideia de que as mulheres têm que lidar sozinhas com suas questões. Sempre ouvimos o quanto as mulheres são fortes e capazes de enfrentar qualquer desafio, não importa a dificuldade, o que é verdade. Mas isso não pode nos impedir de pedir ajuda quando precisamos. Também podemos ser fortes e, ainda assim, nos abrir sobre como nos sentimos, escreveu a ginecologista Luísa Guedes (@draluisaguedes), que traduziu o vídeo de Sasheer. Dá o play para conferir e conta pra gente: você já se sentiu constrangida por abrir o jogo quando está sofrendo na TPM?
Brasil;*Bra_cyber *legenda_58;Neste 8 de março, que a gente reflita sobre a romantização desse dia, quando todas sabemos que o medo e a insegurança permanecem. Ser mulher não é ser delicada e meiga, mas ser forte e corajosa em todos os momentos!
Brasil;*Bra_cyber *legenda_59;A ideia aqui não é atacar blogueiras, mas sim trazer reflexão pra suas consumidoras. 1. Essas blogueiras espalham o padrão_de_beleza. 2. Elas querem te convencer de que precisa comprar cosméticos e procedimentos estéticos (porque ganham pra isso). 3. Você não deve beleza a ninguém. Tem muita coisa mais importante na vida que beleza. 4. Beleza é subjetivo e não devia ter padrão. 5. Não tem nada de errado com sua beleza natural. Você não precisa se modificar pra caber numa ideia de beleza irreal e excludente. praTodosVerem quando falo de blogueiras, aparece uma ilustração de uma mulher branca, loira, magra, maquiada, com uma roupa estilosa, segurando um drink na mão. Depois vou citando as pessoas que trabalham pra ela e cada trabalhador que cito tem uma ilustração correspondente. No final aparecem todos os trabalhadores ao fundo e a blogueira na frente.
Brasil;*Bra_cyber *legenda_60;E rugas não são um problema. São parte normal de não morrer jovem hehe. São símbolos de experiência de vida, e possibilidade de sabedoria. Não estou impedindo ninguém de fazer nada, apenas convido a refletir sobre. O padrão_de_beleza coloca a juventude como ideal de beleza, juventude essa que tem relação com ingenuidade e falta de experiência, ou seja, mais fácil de ser manipulada. Porque rugas não são valorizadas como símbolo de sabedoria e experiência de vida? Me refiro neste post a aplicação de botox por motivos estéticos e não de saúde, e com botox a qualquer tipo de neuromodulador, substâncias que reduzem a contração muscular.
Brasil;*Bra_cyber *legenda_61;Li em uma matéria um tempo atrás que as mulheres estavam levantando os antecedentes criminais dos homens antes de sair com eles ou firmar algum tipo de compromisso. Há quem diga que isso é exagero, mas o fato é que estamos com medo. Porque os dados elucidam que a grande maioria das agressões e mortes de mulheres por feminicídio acontece no ambiente doméstico, pelos seus companheiros ou ex. A gente luta por políticas públicas de prevenção, proteção, acolhimento e justiça, mas acabamos desenvolvendo nossos próprios métodos também. É por isso que os movimentos_feministas falam tanto sobre a instituição do casamento. Para muitas mulheres casar é ser aprisionada ao medo, enquanto a cultura patriarcal as empurra ao casamento como se isso validasse as qualidades de uma mulher.
Brasil;*Bra_cyber *legenda_62;Gaslaite é uma manipulação psicológica com a intenção de fazer a pessoa duvidar da própria sanidade, percepção e inteligência. Costuma acontecer em relações amorosas ou familiares pois leva meses ou anos, minando a autoestima da pessoa até ela realmente achar que está distorcendo a realidade. É muito compreensível você não conseguir dar essas respostas se já está num longo processo de deslegitimação do seu psicológico. Mas fica aqui a dica de respostas para serem usadas pra cortar esse comportamento logo no início.
Brasil;*Bra_cyber *legenda_63;Ao fazer isso, o homem se coloca como avaliador da mulher, é uma forma sutil de demonstrar dominância. Assim como as cantadas de rua também, como expliquei no meu vídeo do reels sobre o tema. Existem cursos pra homens que ensinam essa técnica. É importante conhecemos a respeito pra sabermos identificar quando estiver acontecendo. Alguns dos exemplos eu tirei de experiências pessoais.Quer ver meus outros posts sobre o tema? FEmicroagressao Quer ver meus outros posts de termos relevantes pro feminismo? FEglossario (ao repostar por favor não copie minha hashtag)
Brasil;*Bra_cyber *legenda_64;Obvio que existem as exceções, mas não da pra gente ignorar que as mulheres foram silenciadas por muito tempo nas relações. Vendidas pra se casar, objetos de combinados entre famílias. Nos casamentos, sempre a voz silenciada, o lugar da cozinha, do tanque, da limpeza pré determinado. Sem muita opção, ensinadas a agradecer por terem um marido ao lado. Muitas vezes violentadas dentro de casa. 40, 50 anos casadas, trabalhando de graça. Perspectivas e possibilidades roubadas. Esse post não é pra julgar, é pra refletir.
Brasil;*Bra_cyber *legenda_65;A personificação do amor romântico é a dependência afetiva. Ela é o protagonista da cena que estampou alguns jornais ontem e que deixou muita gente chocada. A dependência afetiva leva mulheres(e homens!) para relacionamentos abusivos, deixando as expostas a violências de toda espécie que tem seu ápice no Feminicídio. Se queremos discutir esse assunto com seriedade, precisamos tratar de problemas correlatos e naturalizados, que pavimentam os caminhos de destruição da vida física e simbólica de mulheres. Dependência afetiva muitas vezes começa na infância, dentro das famílias conturbadas que ensinam meninos e meninas a confundir amor com agressão, cuidado com posse, dever e gratidão com abuso e submissão. E toda a sociedade trabalha para alimentar a ideia absurda de que o amor suporta e perdoa tudo. O caso dessa moça não é exceção, é regra. Grande parte das relações abusivas tem histórico pregresso de violências menores codificadas como demonstração de afeto e cuidado. O próprio ciúme entra na nossa cultura como tempero das relações, quando na verdade é uma cortina de fumaça que esconde a curva ascendente dos abusos físicos e psicológicos, além de alimentar as relações de poder que se formam entre casais. Mulheres jogam com a falsa sensação de poder que os efeitos do ciúme exerce sobre seus companheiros, sem se dar conta de que em sociedade estruturada pelo machismo, estamos sempre em desvantagem, logo, não temos poder. Precisamos pensar em políticas institucionais e ações familiares de educação de meninas e meninos para que cresçam adultos que cultivam afetos e emoções saudáveis e autônomas, lúcidas o bastante para entender que amor é extremo oposto da dor e jamais devem caminhar de mãos dadas. Sem descartar a responsabilidade masculina diante de crimes de violência contra mulheres, é fundamental que a autonomia afetiva seja uma conduta para a proteção das mulheres no combate ao feminicídio, pois não podemos arriscar nossas vidas esperando a conscientização de um sistema que se beneficia da nossa opressão e dominação.
Brasil;*Bra_cyber *legenda_66;A mulher com ciúme excessivo dá piti, grita, faz barraco. O homem com ciúme excessivo pode se tornar agressivo, perigoso e matar. Nenhum dos dois é saudável, mas eles também não se igualam, pois sua construção se dá de maneira muito diferente.Se a sociedade se constitui patriarcal, homens são levados a acreditarem, mesmo inconscientemente, que mulheres são objetos de posse numa relação. A suposta fragilidade da mulher, transforma o homem no agente de poder do relacionamento. Qualquer interferência nesse plano, que faça com que um homem pense que pode perder o que é seu para outro homem, ou que a mulher frágil pode simplesmente ir, somado ao machismo estrutural e a misoginia, pode descambar no que vimos acontecer diariamente: violência e morte. Na mesma sociedade patriarcal, as mulheres são levadas à insegurança. O machismo estrutural traz dependência, faz com que a própria capacidade de liberdade seja questionada. Os padrões_de_beleza fomentam competições entre corpos femininos. A criação dentro dos moldes machistas faz com que mulheres pensem na vida de homens antes das suas. Tenham experiências de abandono. Tenham experiências que comprovam que o homem pode trair ou ir a hora que bem entender. Tá aí a origem do ciúme da mulher. É preciso frisar novamente que nenhum dos dois é saudável ou aceitável. Para que tenhamos relações de afeto que façam bem para todos, é preciso entender o mundo e a sociedade, para então desconstruir o que os torna injusto e desigual. Para que todos possam amar sem medo de perder, e sem a possibilidade de ser violentada ou morrer.
Brasil;*Bra_cyber *legenda_67;Como é a sua ideia de como deve ser uma relação amorosa? A minha são pessoas independentes que estão juntas porque é agradável estar junto. Quer ver meus outros posts sobre esse tema? FERelacionamento (ao repostar apague minha hashtag).Muito obrigada aos meus apoiadores, que possibilitam a minha dedicação a esse trabalho.
Brasil;*Bra_cyber *legenda_68;O machismo estava tão naturalizado na minha cabeça que quando eu era adolescente assistia esses filmes de sequestro com romance e achava legal. Depois que me mostraram o quanto isso é absurdo me pergunto como pude não notar o absurdo. E como consequência desses filmes temos mulheres acreditando que podem mudar homens problemáticos com o seu amor, o que só resulta em relacionamentos abusivos e possivelmente violentos. Quando digo romance quero dizer que existe uma trama de romance dentro do filme, e não que esses é o gênero do filme. Os roteiristas e produtores são pessoas como nós, afetados pela cultura que aprenderam desde criança e escrevem histórias que consideram interessantes de acordo com as referências que possuem.Quer ver meus outros posts sobre esse tema?
Brasil;*Bra_cyber *legenda_69;Você sente pressão pra não estar solteira? Essa pressão pra estar num relacionamento até faz mulheres se submeterem a estupro conjugal e permanecerem em relações abusivas que podem chegar em feminicídio. Confesso que quando estive solteira me sentia com menor status social. Como se estar num relacionamento fosse uma comprovação pra sociedade de que sou boa. Na verdade, uma coisa  não tem nada a ver com a outra, até porque tem muito relacionamento bosta por aí. Como a sociedade presume que todos são ou devem ser heterossexuais, não falei nesse post de casais gays e casais lésbicos. Mas vou trazer mais desse assunto em breve. Para saber mais sobre esse assunto recomendo o vídeo Dispositivo Amoroso do canal da @zanellovaleska no YouTube e o livro dela Saúde Mental, Gênero e Dispositivos. Valeska coloca que o dispositivo amoroso é um dos pilares da construção da mulheridade atual, é um dos caminhos de subjetivação da identidade de mulheres. Tive que mudar um tanto o linguajar pra ser mais facilmente entendido, espero que não tenha prejudicado o significado. Na página 8 é um print de um story da minha amiga @angelini.psi . Quer ver meus outros posts sobre esse tema?
Brasil;*Bra_cyber *legenda_70;Em entrevista ao programa Roda Viva, nesta segunda, Ana Maria Braga contou como quebrou o braço ao tentar fugir de um diretor de TV que a assediou. Ser mulher é passar por esse tipo de situação e ter que ficar calada pra não perder oportunidades, por conta dessa cultura misógina. Nós todas conhecemos mulheres que já passaram por situações parecidas, fugir de assédio não é exceção!
Brasil;*Bra_cyber *legenda_71;Vai ter mulher na arbitragem dos jogos sim! E os homens, acostumados com a linguagem da violência, precisam aceitar e lidar com o fato de que nós não vamos aceitar isso! O técnico Rafael Soriano, da Desportiva, foi flagrado agredindo a assistente de arbitragem Marcielly Netto em campo durante o intervalo da partida contra o Nova Venécia. O caso aconteceu nesta tarde (10) durante o Campeonato Capixaba.Ele nega ter dado a cabeçada e disse que a auxiliar está querendo aproveitar de uma situação porque é mulher conforme informado no G1. O homem teve coragem de dizer isso mesmo cercado por câmeras! Ela confirmou que prestará queixa contra o treinador. Toda solidariedade e força a você, Marcielly.
Brasil;*Bra_cyber *legenda_72;O mistério que rondava os corredores do departamento de humor da TV Globo desde agosto sobre a demissão sem explicações de Marcius Melhem, até então poderoso diretor do núcleo com 20 anos na emissora, chegou ao fim: a denúncia de Dani Calabresa contra o ex_diretor de assedio sexual não apenas teve prosseguimento como ganhou coro de outras profissionais da casa, revela a colunista MONICA BERGAMO da FOLHA. Em dezembro do ano passado, Calabresa foi a primeira a procurar o compliance da emissora para fazer a denúncia. Depois dela, outras mulheres buscaram o mesmo canal para relatar fatos semelhantes. Na nota em que comunicava o desligamento de Melhem, no entanto, a emissora nada disse sobre nenhuma dessas denúncias de assédio. E afirmou que ali então se encerrava uma parceria de sucessos. Após o posicionamento público da Globo, algumas das mulheres se organizaram para reclamar sobre o desfecho com a direção da emissora. O apoio a elas cresceu, e um grupo de mais de 30 funcionários ou parceiros da empresa participou de reuniões internas na empresa sobre esse assunto. A colunista conversou com diversas vítimas, que temiam ter seus nomes expostos, mas designaram a advogada criminalista Mayra Cotta, que as assessora no caso, a dar um depoimento sobre o assunto. Mayra falou sobre o receio das vítimas e o porquê de adotarem a estratégia de formar um grupo. Nenhuma mulher quer ser definida para sempre como uma vitima de assédio sexual. Por isso [surgiu] a ideia de eu falar em nome desse grupo. É justamente para não fulanizar. Não tornar isso a história de uma mulher. São várias as que foram vitimas.​, explicou. A advogada descreveu Melhem como um chefe que se vale de sua posição para tentar usar o poder que tinha de contratar ou demitir para as constranger a se envolver com ele. E citou algumas das violências cometidas contra as vítimas: trancar mulheres em espaços e as tentar agarrar, contra a vontade delas. De insistir e ficar mandando mensagem inclusive de teor sexual para mulheres que ele decidia se iam ser escaladas ou não para trabalhar, se ia ter cena ou não para elas.
Brasil;*Bra_cyber *legenda_73;Existe diferença de renda entre homens e mulheres, mas as maiores injustiçadas são as mães. Os responsáveis pelas empresas pensam vou contratar ele porque ele tá precisando, é homem de família., e não vou contratar ela porque vai faltar trabalho pra cuidar do filho, tem família. Lembrando que estou falando apenas de pessoas cis já que infelizmente as pesquisas não incluem pessoas não cis. Fonte da página dois: Estudo The mothehood pay gap, International Labour Office. Estudo women at work, international Labour Organization.
Brasil;*Bra_cyber *legenda_74;Estudei muito esse assunto nos últimos meses porque é um assunto polêmico no meio feminista. Ainda não tenho meu posicionamento sobre o tema totalmente formado mas sobre algumas coisas sim, e estou compartilhando com vocês. Perguntas que ainda tenho em aberto: num mundo sem misoginia, prostituição existiria? Se sim, porque não existe a mesma quantidade de prostitutos homens e clientes mulheres?. Acho sim extremamente triste pessoas se submeterem a prostituição por vulnerabilidade social. O meu ponto é que apesar de problemático, não é a mesma coisa que estupro. E as pessoas presumem que necessariamente a prostituta não queria transar, que está ali apenas pelo pagamento, o que não é necessariamente verdade. Quer ver meus outros posts sobre esse tema? FEEducaçãoSexual (ao repostar apague minha hashtag)
Brasil;*Bra_cyber *legenda_75;"Pamela Holanda tem 27 anos. Está no puerpério, uma fase dura para a vida das mulheres. Ela, vivendo um turbilhão de mudanças na vida e no corpo, e um bebê miudinho para cuidar. Entre ela e o bebezinho é que o bruto se lançou. As imagens são de horror. Não assista, se puder. Um homem que vai e vem para agressões. Há outras pessoas na cena: uma mulher que tenta afagar o rosto de Pamela; outro homem que entra e sai da casa como que para mediar, mas desiste. Pamela continua sendo espancada. Eu imagino a angústia. O corpo doído do parto, o bebezinho ali ao lado tão frágil. Ela foi à delegacia. Fez queixa, tentou retirar a queixa. Temia o que muitas outras temem: ficar desprotegida e o agressor voltar com ainda mais fúria. As cenas são de perder o sono. Você não precisa vê_las. Não precisamos ver para crer que a violência contra as mulheres é uma realidade brutal. Precisamos agir: precisamos de um Estado que proteja as mulheres. Precisamos de um ministério das mulheres que pare de perseguir mulheres e olhe para as mulheres concretas como Pamela e cuide delas."
Brasil;*Bra_cyber *legenda_76;Muitas mulheres da nossa família sofreram e sofrem com silenciamentos. O lugar do silêncio é violento, desumaniza a mulher, a impede de decidir sobre a própria vida. A cultura ao longo da história impôs esse lugar do silêncio às mulheres, e por isso, quando rompemos com o ciclo de silenciamentos, não só nos libertamos, como inspiramos outras ao nosso redor, e ampliamos as possibilidades das que virão depois de nós.
Brasil;*Bra_cyber *legenda_77;Quem nunca viu homem reclamando que a mãe de seu filho esbanja o dinheiro da pensão? A crendice é que com o ínfimo valor pago de pensão, que sequer dá conta de metade das demandas que a criação de um ser humano exige, sobra até pra ser gasto de maneira irresponsável pela mãe. É assim que a gente passa a entender que homens não fazem a mínima ideia do que é criar um filho. Do preço das fraldas, do leite, das roupas, da educação, da saúde. Isso que a gente tá falando aqui de dinheiro, e não de afeto, porque ainda há aqueles que pensam que os 300 reais cobrem tudo, incluindo a presença paternal. Do crente ao ateu, ninguém explica
Brasil;*Bra_cyber *legenda_78;Tarefas de cuidado com a casa e com familiares, que recaem quase sempre em mulheres, já são um trabalho desvalorizado e invisibilizado, que as pessoas da casa só notam quando as tarefas não são feitas. Quanto mais bem feitas, menos são notadas pois passam a ser um plano de fundo, algo esperado, o estado padrão da casa. Mais invisível ainda é o trabalho mental e emocional que há por trás de cada uma dessas tarefas.
Brasil;*Bra_cyber *legenda_79;Tem os homens que falam eu não levo jeito pra isso, é melhor você fazer, e tem também mulheres que não deixam os parceiros ou filhos homens fazerem tarefas domésticas dizendo ele não sabe fazer, ou ele lava tudo errado. Se não sabe, aprende, ué! Com o tempo vai melhorando.  O que não dá é as mulheres ficarem sobrecarregadas com tarefas que devem ser divididas. Por exemplo, uma mãe pode até colocar o bebê pra dormir com mais facilidade que o pai, mas como esse pai vai aprender se toda vez ele entrega o bebê pra mãe ninar? Dia dos pais chegando, vamos refletir sobre masculinidade/paternidade. Não tem como as mulheres serem livres enquanto os homens não se responsabilizarem e dividirem a carga de trabalho com casa e filhos. É preciso conscientizar também os homens. Faço um conteúdo original e gratuito e recebo o carinho de vocês através das curtidas, comentários e compartilhamentos. Sou eu ali atrás, Helena, criadora deste projeto, oferecendo pra vocês o melhor conteúdo que posso criar com carinho e dedicação. Peço o apoio de vocês para continuar a educar através desse conteúdo. Criei uma campanha de apoio mensal, onde você pode contribuir a partir de 1 real apenas, e já será de grande ajuda, pois se 10 (porcento) das pessoas que me seguem me ajudarem com 1 real por mês eu já consigo me manter. É como se você me pagasse um café.  Se eu já te ajudei a entender algo ou explicar algo pra alguém, considere me apoiar.  Deixei o link da campanha na Bio. Conto com vocês pra seguir explicando feminismo de forma didática.
Brasil;*Bra_cyber *legenda_80;A imposição da estrutura familiar tradicional é injusta porque nem todos se encaixam nela, e o importante deve ser ser feliz e não simplemente seguir uma tradição. Também é problemático quando familiares se sentem no direito de maltratar uns aos outros, achando que nunca serão abandonados por causa do vínculo sanguíneo, ou pelo casamento, e quem sofre a agressão de cônjuges ou familiares, e não se sente à vontade para sair dessas relações.
Brasil;*Bra_cyber *legenda_81;Mesmo tendo sido aprovada, a lei que garante a igualdade salarial entre homens e mulheres que ocupam os mesmos cargos, esse direito foi conquistado APESAR dessas 10 mulheres que ocupam cadeiras na câmara dos deputados. Todas elas de direita ou extrema_direita, tem como objetivo dentro da casa legislativa, promover retrocessos históricos às mulheres. Por isso, não basta elegermos mulheres, é preciso que coloquemos no Congresso, mulheres que se alinhem as pautas das mulheres e minorias. Para completar, coloco a disposição os nomes dos deputados que também foram contra a igualdade salarial: todos também de direita ou extrema_ direita.
Brasil;*Bra_cyber *legenda_82;Em meio a pandemia e uma crise econômica sem precedentes, as mulheres, sobretudo as mulheres que são mães têm sido atravessadas fortemente. Muitas vezes elas cumprem duplas, triplas jornadas em outras são simplesmente expulsas do mercado de trabalho e se veem desempregadas ou na informalidade. No Brasil, a maioria das mulheres, sobretudo as mulheres negras, enfrentam uma realidade de enorme vulnerabilidade econômica, além de toda a vulnerabilidade de segurança que enfrentam.
Brasil;*Bra_cyber *legenda_83;Mulheres negras recebem menos que homens brancos, recebem menos que mulheres brancas,  estão na base da pirâmide. Por isso, é necessário usar como instrumento de analise a interseccionalidade. Você mulher negra que está lendo esse post, consegue listar suas conquistas? Consegue apontar quantas vezes recebeu menos do que deveria? E mais, já começou a aprender a cobrar pelo seu trabalho?
Brasil;*Bra_cyber *legenda_84;Sofro pesado com síndrome da impostora, e você? Isso vem da misoginia internalizada, da falta de estímulo intelectual e profissional para meninas (criadas para o cuidar), e da falta de referências de minorias em posições de destaque e liderança.O termo surgiu em 1978, pelas psicólogas Pauline Clance e Suzanne Imes, em um estudo com mulheres bem_sucedidas profissionalmente, onde entre 150 profissionais de destaque em diversas áreas, muitas afirmaram não reconhecerem internamente seu próprio sucesso. Se sentiam fraudes atribuíam suas conquistas a fatores externos, como sorte ou acaso. Se sentir um impostor pode ocorrer também com homens mas não por questões sociais de interiorização por conta do seu gênero.
Brasil;*Bra_cyber *legenda_85;Para refletir. A ideia não é julgar quem se adequa cotidianamente ao padrão_de_beleza. A ideia é pensarmos o que você ganha por não se adequar. E claro que tem muitas mulheres que são obrigadas a usar maquiagem e outros itens de beleza pelas empresas onde trabalham, o que é um absurdo, porque o mesmo não é exigido de homens, e dificilmente as empresas pagam os produtos e o tempo que essas mulheres passam aplicando a maquiagem, fazendo as unhas e etc. E se pagarem, vai ser mais vantajoso contratar homens
Brasil;*Bra_cyber *legenda_86;O que o político ou política defendem é mais importante do que a representatividade de grupo social ao qual o político pertence. praTodosVerem o vídeo mostra ilustrações ao longo da narração. Primeiro mostrando políticos homens e mulheres pedindo voto, depois só as políticas mulheres. Depois elas em meio a um monte de políticos homens brancos velhos. Depois a política da direita com uma placa dizendo lugar de mulher é em casa, submissa ao marido. Depois ela concorrendo com um político homem velho branco que defende direitos das mulheres. Depois ele contra uma mulher que também defende direitos das mulheres.
Brasil;*Bra_cyber *legenda_87;Essa ilustração foi feita pela barbarartes e já ficou em primeiro lugar no concurso de ilustrações da Lei_Maria_Da_Penha (2018). Eu tô postando aqui pra lembrar que é isso que a mulher fragilizada pela violência precisa saber: que não está só. E que essa imagem representa uma das grandes pautas do movimento_feminista, porque não é assim que acontece em muitos casos, quando a mulher que sofre de violência fica isolada, se vê na obrigação de continuar num relacionamento que machuca, é tratada mal na delegacia quando toma a difícil decisão de denunciar, e é deslegitimada e constrangida pela família e amigos que deveriam apoiá_la. O nosso objetivo é debater tanto, mas tanto sobre isso, que a sociedade se transforme de verdade no que diz respeito à violência contra as mulheres. Que as vítimas parem de ser tratadas como colaboradoras da violência sofrida. Que a lei_Maria_da_Penha seja cada vez mais abrangente, inclusiva e que existam cada vez mais políticas públicas que acolham essas mulheres, que as protejam efetivamente, e que previnam mais violência contra mais mulheres ainda. Que estejamos juntas, que não deixemos nenhuma de nós pensar que está sozinha. É NÓS POR NÓS.
