id;country;text;hashtags;doc_origin;source;date;manual_theme;url;notes
Brasil_0062;Brasil;De onde vem a ideia de que as mulheres são responsáveis por todos os serviços relacionados ao lar? Ao longo dos séculos, as sociedades que se formaram sob um sistema patriarcal naturalizaram os papéis de gênero, que determinaram espaços e funções para homens e mulheres. Assim, mulheres acabaram condicionadas ao espaço privado, e sobre elas recaíram todas as responsabilidades domésticas. A reprodução dos padrões patriarcais é milenar, mas com o surgimento dos movimentos feministas, outros lugares passaram a ser reivindicados na esfera pública e esse acesso tem sido ampliado. Porém, a responsabilidade pelos trabalhos do lar continua sendo quase que exclusivamente das mulheres, que acumulam duplas ou triplas jornadas de trabalho para dar conta de algo criado e imposto a elas. MULHERES NÃO NASCEM COM UM “DOM NATURAL” AS QUESTÕES DO LAR, ISSO É UMA INVENÇÃO PATRIARCAL. Não há justificativas para que mulheres continuem sendo as únicas responsáveis pelos afazeres domésticos! Limpar a própria sujeira, cozinhar a própria comida, são atividades de ADULTOS FUNCIONAIS.;['legenda_61', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0063;Brasil;"Sandra Lee Bartky (1935-2016) foi professora, filosofa, doutora em humanidades, e ativista feminista. Em 1988 escreveu seu artigo mais citado, "" Focault, Feminilidade e Poder Patriarcal"", onde detalhou ""normas"" socialmente aceitas para o corpo e o comportamento das mulheres. Ela explicou sua ideia de que o corpo ideal da feminilidade é, na verdade, construído, e que a ""mulher perfeita"" reflete as obsessões e preocupações daquela sociedade. Para Burtky, a feminilidade é uma obrigação a todas as mulheres. As que não seguem essa metodologia rígida, se tornam ""mulheres soltas"" para a sociedade. Assim, somos ensinadas a ver o nosso corpo como se fossemos ""o outro patriarcal"".";['legenda_62', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0064;Brasil;Vocês observaram quantos homens, especialmente os apaixonados por futebol, ficaram indignados com jogadores sendo presos/ condenados por agressões sexuais? Vocês perceberam se as instituições ou times de futebol propuseram algum tipo de reflexão sobre o assunto? Por acaso, se posicionaram a respeito disso? Os ambientes predominantemente masculinos naturalizam essas violências, os homens não se comprometem a tentar mudar conosco a cultura machista. Todos se dizem contra os abusos e estupros, mas não há nenhum tipo de ação ou movimentação afim de combater a misoginia reproduzida dentro e fora dos espaços masculinos. A indignação não pode continuar sendo exclusiva das mulheres.;['legenda_63', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0065;Brasil;Post com conteúdo sensível, mas extremamente necessário🚨 Eu já estive em contato antes com relatos sobre esse tipo de crime, inclusive já ajudamos a encaminhar denúncia sobre caso parecido, há alguns anos. Mas pelo que a gente vê a situação piorou muito com o tempo. Mulheres estão tendo suas imagens íntimas expostas em grupos de WhatsApp ou Telegram, onde acontecem trocas desse material entre PARCEIROS e EX PARCEIROS dessas vítimas. Há relatos de que essas imagens também acabam publicadas em sites p*rn*, tudo sem a ciência ou consentimento dessas mulheres. Fica o alerta de que mulheres precisam estar em alerta o tempo todo, inclusive em relações longevas e de confiança. Infelizmente essas atitudes vem de quem se menos espera. Se acontecer com você, não deixe de denunciar!;['legenda_64', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0066;Brasil;São tantas violências dentro de uma só imagem que eu mal consigo comentar diante de tanta indignação! O vereador bolsonarista Marquinhos (PSC) simplesmente achou ok agarrar a vereadora Carla Ayres (PT) ( @carla.ayres13 ) em plena sessão na Câmara de Florianópolis (SC). Para além da violência sexual e da clara violência política, Carla é a primeira vereadora lésbica da cidade, um nome importante na luta pelos direitos das mulheres e LGBTs. Se dentro de uma casa legislativa uma mulher não está segura, se num lugar de formalidade, homens pensam que podem simplesmente pegar o corpo das mulheres, tocar, apertar e tentar beijar, o que eles pensam sobre nós? Toda solidariedade à vereadora, e que a casa do povo de Florianópolis faça o mínimo, que é punir e afastar este homem de suas funções. Cobraremos também da justiça, mesmo que de costume, assediadores saiam impunes se sentindo autorizados a continuarem vendo mulheres como coisas.;['legenda_65', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0067;Brasil;Mulheres de diferentes países reunidas pelo Centro de Liderança Global de Mulheres (CWGL), em 1991, iniciaram a campanha “16 dias de ativismo pelo fim da violência contra as mulheres”, com o objetivo de promover debates, denunciar, prevenir e eliminar a violência contra mulheres e meninas em todo o mundo, segundo a ONU Mulheres Brasil. No Brasil, a campanha acontece desde 2003 e tem duração de 21 dias, com início no dia 20 de novembro, quando se celebra o Dia Nacional da Consciência Negra, e término no dia 10 de dezembro, Dia Internacional dos Direitos Humanos. Neste sentido, a campanha no Brasil cumpre um papel imprescindível, ao enfatizar a discriminação sofrida pelas mulheres negras. Campanhas como essas são fundamentais para fomentar o debate sobre políticas públicas de prevenção à violência e para conscientizar a sociedade civil no combate à violência. Junte-se a esse movimento!;['legenda_66', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0068;Brasil;Em 24 de fevereiro de 1932 o voto feminino foi assegurado pela legislação brasileira - resultado de mais de 50 anos de mobilização e luta dos movimentos feministas. Mas foi só a partir de maio de 33 que nós mulheres brasileiras passamos a ter o direito de votar e ser votadas nacionalmente. Carlota Pereira de Queirós de São Paulo foi a primeira mulher a ser eleita deputada federal da América Latina! Este direito basico existe há menos de um século e em 32 só eram permitidas que votassem ou fossem votadas as mulheres casadas com o aval do marido ou as viúvas e solteiras com renda própria. Regionalmente, tivemos a potiguar Celina Guimarães foi a primeira mulher registrada como eleitora, e a primeira a votar em 1927 em Mossoró, RN. Alzira Soriano foi a primeira prefeita eleita em setembro de 1928.;['legenda_67', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0069;Brasil;"Lorena Cabnal é guatemalteca e integrante da Red de Sanadoras Ancestrales del Feminismo Comunitario Territorial, desde Iximulew-Guatemala. É uma importante liderança indígena maya-xinka e se declara como feminista comunitária. Cabnal tem um forte defesa do território: ""Se queremos feminismos que defendam os corpos emancipados, mas esses feminismos não falam de territórios emancipados, então a luta do feminismo não se sustenta. Eu não posso ser feminista se falo da defesa do meu corpo, da sexualidade, mas não defendo a terra. O feminismo precisa defender a terra. Afinal, onde vão viver os corpos emancipados?""";['legenda_68', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0070;Brasil;"Existe uma linha muito tênue quando falamos em autocuidado. Muitas pessoas relacionam a uma máscara hidratante, comprar maquiagem, rodela de pepinos no olhos. E bom, essas não são as melhores representações de autocuidado. O termo tem um sentido muito mais denso. Autocuidado não é sobre se satisfazer momentaneamente, mas se conhecer profundamente e se oferecer o que se precisa que traga benefícios a médio e longo prazo. Vai muito além do que a publicidade te vende sobre aparência, estética, beleza. Autocuidado não é um conceito superficial e fútil. Autocuidado é um processo. Uma jornada de aprendizagem árdua. Tem a ver com estabelecer limites, buscar ajuda, criar redes de apoio, saber dizer NÃO, e numa cultura patriarcal como a nossa esse é um exercício que demanda tempo. Evocando novamente Audre Lorde: ""Nós temos que descobrir como sobreviver em um sistema que decide que a vida, para algumas, exige a morte e a exclusão de outras. Muitas vezes sobreviver em um sistema é sobreviver ao sistema. Temos que ser criativas."" Quando Lorde fala em algumas de nós, é sobre a importância de fazermos recortes, sobre uma discussão intereseccionais. Quanto mais excluída do sistema é uma mulher, mais o autocuidado se torna uma estratégia de resistência feminista.";['legenda_69', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0071;Brasil;A vitória nestas eleições representa um passo à frente para nós mulheres, mas essa luta não está nem perto do fim! O que nós buscamos vai de encontro ao sistema de patriarcal, e este não se finda tão fácil, está enraizado e institucionalizado em todos os segmentos sociais. Continuaremos nos posicionando, debatendo nossas pautas, cobrando dos nossos aliados, investindo em nossas demandas, e principalmente fazendo oposição às forças reacionárias que continuam em crescimento em nossa política! Por todas as mulheres, continuaremos!;['legenda_70', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0072;Brasil;As mulheres negras são a base da pirâmide social, mas não aguentam mais esse peso. A sociedade vai precisar se mexer.” Nesse vídeo importantíssimo do Canal Preto, 2019- Angela Davis e Vilma Reis, alertam sobre a necessidade das políticas públicas do País e do mundo darem atenção às pautas das mulheres negras. Elas contam sobre a trajetória do movimento negro de mulheres para frear a narrativa histórica de desumanidade das mulheres negras.;['legenda_71', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0073;Brasil;"""O problema é que, para as mulheres, ser ""legal"" geralmente significa suportar coisas que nós nunca deveríamos ter que suportar. Quantas vezes um estranho sentou desconfortavelmente perto de mim no ônibus e me encarou de cima a baixo, e eu ainda tive medo de só levantar e sair, a fim de não o ofender? Nós sorrimos quando somos assediadas na rua ou recebemos cantadas de idiotas. Nós rimos de piadas sexistas. Nós aprendemos que quando temos opiniões fortes, seremos chamadas de vadias e, se ficarmos com raiva, nos chamarão de histéricas. Quando falamos o que queremos, dizem que estamos sendo agressivas. Parte do aprendizado de como agir ""como uma mocinha"" é sobre aprender a sorrir educadamente quando alguém está sendo cruel. Feminilidade há muito vem sido associada à ser passiva e dócil. Homens lutam, mulheres riem e fumam silenciosamente.""";['legenda_72', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0074;Brasil;Se tem uma coisa que você não pode ser como mulher é “neutra”, afinal, essa neutralidade nem existe - é só uma mentira inventada pra que você colabore e não questione a realidade que te faz sofrer. Por @janarambow Ser mulher é constantemente se posicionar, é ter um corpo que é político. E quando você entende o poder que mulheres juntas com o propósito de confrontar a instituição patriarcal podem ter, isso te faz ainda maior.;['legenda_73', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0075;Brasil;Nos definir para nós mesmas para que não sejamos esmagadas pelas expectativas e julgamentos dos outros, da sociedade. #arquivosinspira - Audre Geraldine Lorde- Audre Lorde, foi uma grande pensadora e escritora , feminista negra e lésbica, filha de imigrantes caribenhos e uma grandes defensoras dos direitos humanos. Sua posição sempre foi pautada na interseccionalidade. “Eu sou definida como a outra em todos os grupos de que participo. A forasteira, tanto pela força como pelo fraqueza.”;['legenda_74', '#arquivosinspira', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0076;Brasil;A sensação de que você está levando uma sequência de socos no estômago, de dentro para fora, pode ser difícil de explicar - especialmente para os homens. Não é novidade pra ninguém que cólicas menstruais podem ser infernais e, apesar de algumas mulheres não terem TPM intensa, grande parte lida com uma série de sintomas que exigem repouso e cuidados (mas quem consegue se dar esse luxo?). Recentemente, a ciência trouxe um parecer sobre as dores menstruais: o professor de saúde reprodutiva John Guillebaud, da UCL (University College London), relatou que as cólicas intensas podem ser tão dolorosas quando um ataque cardíaco. A comediante Sasheer Zamata (@thesheertruth) usou o humor para praticamente desenhar como é nociva essa ideia de que as mulheres têm que lidar sozinhas com suas questões. “Sempre ouvimos o quanto as mulheres são fortes e capazes de enfrentar qualquer desafio, não importa a dificuldade - o que é verdade. Mas isso não pode nos impedir de pedir ajuda quando precisamos. Também podemos ser fortes e, ainda assim, nos abrir sobre como nos sentimos”, escreveu a ginecologista Luísa Guedes (@draluisaguedes), que traduziu o vídeo de Sasheer. Dá o play para conferir e conta pra gente: você já se sentiu constrangida por abrir o jogo quando está sofrendo na TPM?;['legenda_74', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0077;Brasil;Neste 8 de março, que a gente reflita sobre a romantização desse dia, quando todas sabemos que o medo e a insegurança permanecem. Ser mulher não é ser delicada e meiga, mas ser forte e corajosa em todos os momentos!;['legenda_75', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0078;Brasil;Li em uma matéria um tempo atrás que as mulheres estavam levantando os antecedentes criminais dos homens antes de sair com eles ou firmar algum tipo de compromisso. Há quem diga que isso é exagero, mas o fato é que estamos com medo. Porque os dados elucidam que a grande maioria das agressões e mortes de mulheres por feminicídio acontece no ambiente doméstico, pelos seus companheiros ou ex. A gente luta por políticas públicas de prevenção, proteção, acolhimento e justiça, mas acabamos desenvolvendo nossos próprios métodos também. É por isso que os movimentos feministas falam tanto sobre a instituição do casamento. Para muitas mulheres casar é ser aprisionada ao medo, enquanto a cultura patriarcal as empurra ao casamento como se isso validasse as qualidades de uma mulher.;['legenda_76', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0079;Brasil;Obvio que existem as exceções, mas não da pra gente ignorar que as mulheres foram silenciadas por muito tempo nas relações. Vendidas pra se casar, objetos de combinados entre famílias. Nos casamentos, sempre a voz silenciada, o lugar da cozinha, do tanque, da limpeza pré-determinado. Sem muita opção, ensinadas a agradecer por terem um marido ao lado. Muitas vezes violentadas dentro de casa. 40, 50 anos casadas, trabalhando de graça. Perspectivas e possibilidades roubadas. Esse post não é pra julgar, é pra refletir.;['legenda_77', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0080;Brasil;"“A personificação do amor romântico é a dependência afetiva. Ela é o protagonista da cena que estampou alguns jornais ontem e que deixou muita gente chocada. A dependência afetiva leva mulheres(e homens!) para relacionamentos abusivos, deixando-as expostas a violências de toda espécie que tem seu ápice no Feminicídio. Se queremos discutir esse assunto com seriedade, precisamos tratar de problemas correlatos e naturalizados, que pavimentam os caminhos de destruição da vida física e simbólica de mulheres. Dependência afetiva muitas vezes começa na infância, dentro das famílias conturbadas que ensinam meninos e meninas a confundir amor com agressão, cuidado com posse, dever e gratidão com abuso e submissão. E toda a sociedade trabalha para alimentar a ideia absurda de que o “amor” suporta e perdoa tudo. O caso dessa moça não é exceção, é regra. Grande parte das relações abusivas tem histórico pregresso de violências “menores” codificadas como demonstração de afeto e cuidado. O próprio ciúme entra na nossa cultura como “tempero das relações”, quando na verdade é uma cortina de fumaça que esconde a curva ascendente dos abusos físicos e psicológicos, além de alimentar as relações de poder que se formam entre casais. Mulheres jogam com a falsa sensação de poder que os efeitos do ciúme exerce sobre seus companheiros, sem se dar conta de que em sociedade estruturada pelo machismo, estamos sempre em desvantagem, logo, não temos poder. Precisamos pensar em políticas institucionais e ações familiares de educação de meninas e meninos para que cresçam adultos que cultivam afetos e emoções saudáveis e autônomas, lúcidas o bastante para entender que amor é extremo oposto da dor e jamais devem caminhar de mãos dadas. Sem descartar a responsabilidade masculina diante de crimes de violência contra mulheres, é fundamental que a autonomia afetiva seja uma conduta para a proteção das mulheres no combate ao feminicídio, pois não podemos arriscar nossas vidas esperando a conscientização de um sistema que se beneficia da nossa opressão e dominação.""";['legenda_78', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0081;Brasil;"A mulher com ciúme excessivo dá piti, grita, faz barraco. O homem com ciúme excessivo pode se tornar agressivo, perigoso e matar. Nenhum dos dois é saudável, mas eles também não se igualam, pois sua construção se dá de maneira muito diferente. • Se a sociedade se constitui patriarcal, homens são levados a acreditarem, mesmo inconscientemente, que mulheres são objetos de posse numa relação. A suposta fragilidade da mulher, transforma o homem no agente de poder do relacionamento. Qualquer interferência nesse plano, que faça com que um homem pense que pode ""perder"" o que é seu para outro homem, ou que a mulher ""frágil"" pode simplesmente ir, somado ao machismo estrutural e a misoginia, pode descambar no que vimos acontecer diariamente: violência e morte. • Na mesma sociedade patriarcal, as mulheres são levadas à insegurança. O machismo estrutural traz dependência, faz com que a própria capacidade de liberdade seja questionada. Os padrões de beleza fomentam competições entre corpos femininos. A criação dentro dos moldes machistas faz com que mulheres pensem na vida de homens antes das suas. Tenham experiências de abandono. Tenham experiências que comprovam que o homem pode trair ou ir a hora que bem entender. Tá aí a origem do ciúme da mulher. • É preciso frisar novamente que nenhum dos dois é saudável ou aceitável. Para que tenhamos relações de afeto que façam bem para todos, é preciso entender o mundo e a sociedade, para então desconstruir o que os torna injusto e desigual. Para que todos possam amar sem medo de perder, e sem a possibilidade de ser violentada ou morrer.";['legenda_79', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0082;Brasil;"Em entrevista ao programa ""Roda Viva"", nesta segunda, Ana Maria Braga contou como quebrou o braço ao tentar fugir de um diretor de TV que a assediou. Ser mulher é passar por esse tipo de situação e ter que ficar calada pra não perder oportunidades, por conta dessa cultura misógina. Nós todas conhecemos mulheres que já passaram por situações parecidas, fugir de assédio não é exceção!";['legenda_80', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0083;Brasil;"Vai ter mulher na arbitragem dos jogos sim! E os homens, acostumados com a linguagem da violência, precisam aceitar e lidar com o fato de que nós não vamos aceitar isso! O técnico Rafael Soriano, da Desportiva, foi flagrado agredindo a assistente de arbitragem Marcielly Netto em campo durante o intervalo da partida contra o Nova Venécia. O caso aconteceu nesta tarde (10) durante o Campeonato Capixaba. Ele nega ter dado a cabeçada e disse que a auxiliar ""está querendo aproveitar de uma situação porque é mulher"" conforme informado no G1. O homem teve coragem de dizer isso mesmo cercado por câmeras! Ela confirmou que prestará queixa contra o treinador. Toda solidariedade e força a você, Marcielly.";['legenda_81', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0084;Brasil;O mistério que rondava os corredores do departamento de humor da TV Globo desde agosto sobre a demissão sem explicações de Marcius Melhem, até então poderoso diretor do núcleo com 20 anos na emissora, chegou ao fim: a denúncia de Dani Calabresa contra o ex-diretor de assedio sexual não apenas teve prosseguimento como ganhou coro de outras profissionais da casa, revela a colunista MONICA BERGAMO da FOLHA. Em dezembro do ano passado, Calabresa foi a primeira a procurar o compliance da emissora para fazer a denúncia. Depois dela, outras mulheres buscaram o mesmo canal para relatar fatos semelhantes. Na nota em que comunicava o desligamento de Melhem, no entanto, a emissora nada disse sobre nenhuma dessas denúncias de assédio. E afirmou que ali então se encerrava uma “parceria de sucessos”. Após o posicionamento público da Globo, algumas das mulheres se organizaram para reclamar sobre o desfecho com a direção da emissora. O apoio a elas cresceu, e um grupo de mais de 30 funcionários ou parceiros da empresa participou de reuniões internas na empresa sobre esse assunto. A colunista conversou com diversas vítimas, que temiam ter seus nomes expostos, mas designaram a advogada criminalista Mayra Cotta, que as assessora no caso, a dar um depoimento sobre o assunto. Mayra falou sobre o receio das vítimas e o porquê de adotarem a estratégia de formar um grupo. “Nenhuma mulher quer ser definida para sempre como uma vitima de assédio sexual. Por isso [surgiu] a ideia de eu falar em nome desse grupo. É justamente para não ‘fulanizar’. Não tornar isso a história de uma mulher. São várias as que foram vitimas.​”, explicou. A advogada descreveu Melhem como “um chefe que se vale de sua posição para tentar usar o poder que tinha de contratar ou demitir para as constranger a se envolver com ele”. E citou algumas das violências cometidas contra as vítimas: “trancar mulheres em espaços e as tentar agarrar, contra a vontade delas. De insistir e ficar mandando mensagem inclusive de teor sexual para mulheres que ele decidia se iam ser escaladas ou não para trabalhar, se ia ter cena ou não para elas.”;['legenda_82', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0085;Brasil;"Pamela Holanda tem 27 anos. Está no puerpério, uma fase dura para a vida das mulheres. Ela, vivendo um turbilhão de mudanças na vida e no corpo, e um bebê miudinho para cuidar. Entre ela e o bebezinho é que o bruto se lançou. As imagens são de horror. Não assista, se puder. Um homem que vai e vem para agressões. Há outras pessoas na cena: uma mulher que tenta afagar o rosto de Pamela; outro homem que entra e sai da casa como que para mediar, mas desiste. Pamela continua sendo espancada. Eu imagino a angústia. O corpo doído do parto, o bebezinho ali ao lado tão frágil. Ela foi à delegacia. Fez queixa, tentou retirar a queixa. Temia o que muitas outras temem: ficar desprotegida e o agressor voltar com ainda mais fúria. As cenas são de perder o sono. Você não precisa vê-las. Não precisamos ver para crer que a violência contra as mulheres é uma realidade brutal. Precisamos agir: precisamos de um Estado que proteja as mulheres. Precisamos de um ministério das mulheres que pare de perseguir mulheres e olhe para as mulheres concretas como Pamela e cuide delas.";['legenda_83', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0086;Brasil;Muitas mulheres da nossa família sofreram e sofrem com silenciamentos. O lugar do silêncio é violento, desumaniza a mulher, a impede de decidir sobre a própria vida. A cultura ao longo da história impôs esse lugar do silêncio às mulheres, e por isso, quando rompemos com o ciclo de silenciamentos, não só nos libertamos, como inspiramos outras ao nosso redor, e ampliamos as possibilidades das que virão depois de nós.;['legenda_84', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0087;Brasil;Quem nunca viu homem reclamando que a mãe de seu filho esbanja o dinheiro da pensão? A crendice é que com o ínfimo valor pago de pensão, que sequer dá conta de metade das demandas que a criação de um ser humano exige, sobra até pra ser gasto de maneira irresponsável pela mãe. É assim que a gente passa a entender que homens não fazem a mínima ideia do que é criar um filho. Do preço das fraldas, do leite, das roupas, da educação, da saúde... Isso que a gente tá falando aqui de dinheiro, e não de afeto, porque ainda há aqueles que pensam que os 300 reais cobrem tudo, incluindo a presença paternal. Do crente ao ateu, ninguém explica.;['legenda_85', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0088;Brasil;Mesmo tendo sido aprovada, a lei que garante a igualdade salarial entre homens e mulheres que ocupam os mesmos cargos, esse direito foi conquistado APESAR dessas 10 mulheres que ocupam cadeiras na câmara dos deputados. Todas elas de direita ou extrema-direita, tem como objetivo dentro da casa legislativa, promover retrocessos históricos às mulheres. Por isso, não basta elegermos mulheres, é preciso que coloquemos no Congresso, mulheres que se alinhem as pautas das mulheres e minorias. Para completar, coloco a disposição os nomes dos deputados que também foram contra a igualdade salarial: todos também de direita ou extrema- direita.;['legenda_86', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0089;Brasil;Em meio a pandemia e uma crise econômica sem precedentes, as mulheres, sobretudo as mulheres que são mães têm sido atravessadas fortemente. Muitas vezes elas cumprem duplas, triplas jornadas em outras são simplesmente expulsas do mercado de trabalho e se veem desempregadas ou na informalidade. No Brasil, a maioria das mulheres, sobretudo as mulheres negras, enfrentam uma realidade de enorme vulnerabilidade econômica, além de toda a vulnerabilidade de segurança que enfrentam.;['legenda_87', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0090;Brasil;"Mulheres negras recebem menos que homens brancos, recebem menos que mulheres brancas - estão na base da pirâmide. Por isso, é necessário usar como instrumento de analise a interseccionalidade. ""Você mulher negra que está lendo esse post, consegue listar suas conquistas?Consegue apontar quantas vezes recebeu menos do que deveria? E mais, já começou a aprender a cobrar pelo seu trabalho?";['legenda_88', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0091;Brasil;Essa ilustração foi feita pela @barbarartes e já ficou em 1° lugar no concurso de ilustrações da Lei Maria Da Penha (2018). Eu tô postando aqui pra lembrar que é isso que a mulher fragilizada pela violência precisa saber: que não está só. E que essa imagem representa uma das grandes pautas do movimento feminista, porque não é assim que acontece em muitos casos, quando a mulher que sofre de violência fica isolada, se vê na obrigação de continuar num relacionamento que machuca, é tratada mal na delegacia quando toma a difícil decisão de denunciar, e é deslegitimada e constrangida pela família e amigos que deveriam apoiá-la. O nosso objetivo é debater tanto, mas tanto sobre isso, que a sociedade se transforme de verdade no que diz respeito à violência contra as mulheres. Que as vítimas parem de ser tratadas como colaboradoras da violência sofrida. Que a lei Maria da Penha seja cada vez mais abrangente, inclusiva e que existam cada vez mais políticas públicas que acolham essas mulheres, que as protejam efetivamente, e que previnam mais violência contra mais mulheres ainda. • • • Que estejamos juntas, que não deixemos nenhuma de nós pensar que está sozinha. É NÓS POR NÓS;['legenda_89', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0092;Brasil;Há 5 anos, tentaram calar uma das vozes mais potentes das mulheres negras do nosso país. Marielle Franco foi executada brutalmente em 14 de março de 2018, mas sua família, as sementes e o legado da vereadora seguem em pé. Marielle lutava incansavelmente por justiça social, igualdade de gênero e valorização da vida das mulheres negras. Seu legado nos convoca a seguir nessa luta diária, a continuar denunciando o racismo, o machismo e todas as formas de opressão. Neste 14M pedimos que justiça seja feita e que os responsáveis por seu assassinato sejam punidos.;['legenda_90', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0093;Brasil;Uma das coisas que a gente encontra muito por aqui, em tom de desabafo, é CULPA. Não se culpe por ter feito coisas no seu passado, que você não faria com a cabeça de hoje. Tudo na vida depende de um processo de experiência e aprendizado. Seja gentil com suas versões passadas, tem coisas que você precisou do seu tempo pra identificar e mudar, e tá tudo bem. Se magoou alguém, nunca é tarde pra procurar a pessoa e se desculpar. Mas não fica guardando um peso sobre o que você não poderia ter feito diferente, naquele momento. Seja você por completo, inclusive com suas mudanças.;['legenda_91', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0094;Brasil;O machismo no Brasil é latente e as pesquisas demográficas comprovam isso. Mas somente esta afirmação pode não ser tão impactante quanto os vídeos de Anaterra Oliveira. A criadora de conteúdo viralizou nas redes sociais com um jeito curioso de provocar reflexão: a de fazer as mesmas perguntas, sobre trabalho, família, lazer, sexo e outros tópicos importantes, tanto para homens quanto para mulheres. As respostas quase sempre evidenciam a desigualdade de gênero no país. O problema não é o que os homens falam, mas sim o contraste das respostas das mulheres, diz à Trip a também atriz e estudante de psicologia. Segundo ela, a ideia dos vídeos começou quando ela mesma passou a questionar amigos sobre sexualidade e divisão de tarefas domésticas, por exemplo. As respostas das mulheres a fizeram notar que ela não estava sozinha. Hoje, os resultados dessas conversas publicados no Instagram e no TikTok, afirma Anaterra, fazem as mulheres se sentirem acolhidas, inclusive a própria entrevistadora. É como uma terapia pra mim.;['legenda_92', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0095;Brasil;Como mulheres, estamos sempre preocupadas umas com as outras: quem nunca compartilhou a viagem do aplicativo quando estava sozinha com o motorista, ou pediu pra amiga enviar uma mensagem avisando que chegou bem em casa depois de voltar de uma festa. Com a velejadora Tamara Klink, que se tornou a primeira brasileira e a mais jovem navegadora do país a realizar a travessia do Círculo Polar Ártico absolutamente sozinha, as coisas não são tão diferentes assim. Nas remotas águas da Groenlândia, onde, no momento, sempre é noite, ela também ouviu de um amigo que deveria se preocupar com o risco de sofrer alguma violência. De ursos ou outros animais selvagens. Não. De humanos. Em seu perfil, ela conta sobre a experiência da navegação solo e faz uma reflexão sobre a forma como, em uma sociedade tão ameaçadora para as mulheres, os homens podem parecer ainda mais perigosos do que as intempéries da natureza. A preocupação de uma mulher, mesmo quando isolada de tudo e todos, ainda é essa. Em seu livro Nós: O Atlântico em Solitário, Tamara conta sobre suas muitas travessias.;['legenda_93', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
Brasil_0096;Brasil;Planejar sua rotina conforme seu ciclo menstrual,e, consequentemente, conforme sua disposição física e mental, parece uma utopia distante. Mas na internet, tudo parece ser possível. A hashtag Cyle_Syncing está bombando nas redes sociais com a proposta de sincronizar alimentação, prática sexual ou de exercícios, e até a agenda de trabalho, conforme a fase menstrual que você estiver passando. Apesar de ser um jeito inteligente e acolhedor de aprender sobre o próprio corpo, hackear o seu ciclo menstrual ainda tem seus desafios em um mundo pensado por e para homens, mas tem gente disposta a encarar. Você já calculou a data ideal de algum compromisso com base no seu ciclo.;['legenda_94', 'bra_cyber'];BRASIL.docx;DOCX Original;;;;
